Time,SP,PV,OP,Error
1242,-0.97632,-0.4021,-0.87434,-2.2372
1243,-0.31723,-0.11724,-0.5296,-0.77781
1244,-0.36025,0.11169,-0.95941,-1.8126
1245,-0.096957,-0.11724,-0.29536,0.071278
1246,0.035549,-0.19588,0.11125,0.88056
1247,0.82715,0.59928,0.45599,0.91373
1248,0.47437,0.74083,-0.037911,-0.98344
1249,-0.052215,0.53112,-0.51082,-2.2173
1250,-1.2844,-0.77609,-0.85224,-2.005
1251,-0.88855,-0.6223,-0.78705,-1.063
1252,-0.62526,-0.54715,-0.59479,-0.33336
1253,0.16633,0.024314,-0.20696,0.54889
1254,0.21108,0.071499,0.19965,0.54226
1255,0.2541,0.33014,-0.015813,-0.27366
1256,0.12331,0.43325,-0.12299,-1.1692
1257,0.078571,-0.08229,0.21843,0.61522
1258,0.38661,0.73035,-0.18818,-1.282
1259,0.21108,0.26374,0.15766,-0.18743
1260,-0.40499,-0.18365,-0.25337,-0.86404
1261,0.21108,0.31966,-0.16498,-0.3997
1262,0.60688,0.22354,0.69023,1.4908
1263,-0.58052,-0.26055,-0.36055,-1.2488
1264,-1.0641,-0.45803,-1.1086,-2.3632
1265,-0.44801,-0.46152,-0.37933,0.024844
1266,-0.62526,-0.55414,-0.5528,-0.30683
1267,-0.58052,-0.7324,-0.31414,0.54226
1268,-0.49276,-0.30074,-0.76716,-0.75791
1269,-0.052215,-0.27802,-0.16498,0.85403
1270,-0.096957,0.1047,-0.51082,-0.77117
1271,-0.1417,0.15014,-0.63678,-1.1161
1272,0.12331,0.071499,0.0040758,0.20395
1273,0.38661,0.45597,-0.12299,-0.2405
1274,-0.0091931,-0.012386,-0.037911,0.011577
1275,-0.22946,0.27772,-0.70197,-1.9387
1276,-0.40499,-0.091028,-0.63678,-1.2156
1277,-0.36025,-0.27802,-0.42242,-0.33336
1278,-0.49276,-0.66075,-0.25337,0.60859
1279,-0.88855,-1.0627,-0.42242,0.60859
1280,-1.1518,-1.3528,-0.61799,0.69483
1281,-0.9333,-1.0382,-0.83235,0.34325
1282,-1.2396,-0.91765,-1.3461,-1.2952
1283,-1.1966,-0.98405,-1.2158,-0.87731
1284,-0.052215,-0.48599,-0.14619,1.6434
1285,-0.31723,-0.26055,-0.61799,-0.23386
1286,0.2541,0.1082,-0.0578,0.56879
1287,-0.052215,-0.12773,-0.12299,0.28355
1288,-0.49276,-0.54191,-0.27215,0.15751
1289,-0.31723,-0.23783,-0.46772,-0.3201
1290,0.21108,0.255,-0.29536,-0.15426
1291,0.38661,0.35811,0.049377,0.13098
1292,0.7824,0.97326,0.069266,-0.6783
1293,1.3537,0.89812,1.0781,1.8092
1294,1.1782,1.2599,0.64824,-0.2405
1295,1.1782,1.681,0.19965,-1.8392
1296,0.82715,1.017,0.32561,-0.67167
1297,0.43135,0.48568,0.414,-0.18079
1298,0.078571,-0.036852,0.3908,0.44275
1299,-0.0091931,0.012081,-0.099787,-0.081292
1300,0.43135,0.23053,0.32561,0.78769
1301,0.2541,0.055771,0.34881,0.76779
1302,0.078571,0.34413,-0.18818,-1.0033
1303,0.21108,0.49092,-0.20696,-1.0498
1304,0.29884,0.44024,-0.099787,-0.5191
1305,-0.052215,0.33714,-0.5296,-1.481
1306,-0.22946,-0.17666,-0.27215,-0.21396
1307,-0.1417,-0.50696,0.069266,1.3781
1308,-0.18472,0.08548,-0.70197,-1.0365
1309,-0.49276,-0.31647,-0.74395,-0.6982
1310,-0.40499,-0.36365,-0.70197,-0.18079
1311,-0.1417,0.017323,-0.59479,-0.61197
1312,-0.36025,-0.25356,-0.57601,-0.42623
1313,0.078571,0.071499,-0.42242,0.031478
1314,0.29884,0.54335,-0.61799,-0.91048
1315,0.43135,0.26374,0.17644,0.66166
1316,0.16633,0.23403,-0.27215,-0.24713
1317,0.34358,0.80025,-0.63678,-1.7131
1318,-0.22946,-0.38987,-0.015813,0.59532
1319,0.51911,0.36684,0.027279,0.60859
1320,0.16633,0.48743,-0.44563,-1.209
1321,0.2541,0.56957,-0.48761,-1.1824
1322,0.7824,0.81598,-0.037911,-0.081292
1323,1.4415,1.6863,0.049377,-0.84414
1324,1.3107,1.2441,0.56427,0.32998
1325,0.6499,0.82472,0.21843,-0.62524
1326,0.7824,1.0851,-0.081003,-1.1028
1327,0.7824,0.58704,0.58747,0.78769
1328,0.38661,0.77054,-0.29536,-1.4345
1329,-0.052215,-0.1085,-0.081003,0.21058
1330,-0.0091931,-0.22734,-0.015813,0.82749
1331,0.16633,-0.08229,0.027279,0.95353
1332,-0.36025,0.27946,-1.0478,-2.4494
1333,-0.9333,-0.3287,-1.3892,-2.3499
1334,-0.75605,-0.66949,-0.98262,-0.37316
1335,-1.3721,-1.0382,-1.5196,-1.3483
1336,-1.3721,-1.0767,-1.5804,-1.2023
1337,-0.58052,-1.0225,-0.57601,1.6434
1338,-0.18472,-0.24307,-0.72517,0.21058
1339,0.34358,0.17461,-0.25337,0.66166
1340,0.51911,0.29344,0.069266,0.8872
1341,-0.75605,-0.51744,-0.68318,-0.95028
1342,-1.8127,-1.4017,-1.5196,-1.6667
1343,-1.8557,-1.767,-1.5196,-0.44613
1344,-1.0211,-1.1274,-1.2158,0.34325
1345,-0.62526,-0.46851,-1.2622,-0.63187
1346,-0.27248,-0.54191,-0.37933,1.0066
1347,-0.80079,-0.50172,-1.0666,-1.1824
1348,-1.0211,-1.0942,-0.72517,0.21721
1349,-0.096957,-0.44404,-0.27215,1.3117
1350,0.21108,0.27422,-0.46772,-0.22723
1351,-0.75605,-0.77085,-0.51082,0.011577
1352,-1.0211,-1.2252,-0.48761,0.71473
1353,-0.84381,-0.61356,-1.1318,-0.92374
1354,-0.71303,-1.0732,-0.33734,1.325
1355,-1.5476,-1.6062,-0.95941,0.13098
1356,-0.27248,-0.38463,-0.74395,0.40959
1357,-0.40499,-0.69395,-0.25337,1.0729
1358,-0.22946,-0.5856,-0.099787,1.3383
1359,-1.0211,-0.75162,-0.93953,-1.0829
1360,-0.096957,-0.83027,0.21843,2.7777
1361,-0.22946,-0.32521,-0.40253,0.34988
1362,-0.18472,-0.16792,-0.48761,-0.074658
1363,-0.052215,0.052275,-0.42242,-0.3997
1364,1.0904,0.88239,0.32561,0.85403
1365,0.60688,0.79326,0.11125,-0.67167
1366,0.82715,0.88239,0.32561,-0.16089
1367,0.29884,0.435,0.13446,-0.4992
1368,0.38661,0.30568,0.30682,0.32998
1369,0.7824,0.56607,0.52118,0.8673
1370,0.38661,0.35286,0.28362,0.15088
1371,-0.36025,-0.27802,-0.12299,-0.33336
1372,0.12331,0.045285,0.0040758,0.30345
1373,-0.052215,-0.22734,0.13446,0.66166
1374,0.035549,0.17286,-0.25337,-0.5191
1375,0.34358,0.34937,-0.099787,-0.0016898
1376,0.2541,0.21655,0.0040758,0.15751
1377,-0.27248,-0.28851,-0.099787,0.044744
1378,-0.1417,-0.13297,-0.29536,-0.041491
1379,0.51911,0.61151,-0.16498,-0.3201
1380,0.82715,0.43325,0.73664,1.5439
1381,-0.27248,-0.00015271,-0.31414,-1.0498
1382,-0.18472,-0.0071431,-0.37933,-0.68494
1383,-0.27248,-0.25006,-0.31414,-0.10119
1384,-0.22946,-0.27802,-0.16498,0.17078
1385,0.078571,0.24102,-0.42242,-0.61197
1386,0.21108,0.1449,0.027279,0.26365
1387,-0.052215,-0.1452,0.069266,0.34988
1388,0.38661,0.20781,0.28362,0.70146
1389,0.43135,0.24801,0.34881,0.72136
1390,0.21108,-0.042095,0.47919,0.97343
1391,0.47437,0.64297,0.027279,-0.61197
1392,0.29884,0.069751,0.52118,0.8872
1393,1.0457,0.51889,1.12,2.0613
1394,1.7065,1.7352,0.69023,-0.0083233
1395,1.4862,1.6146,0.75542,-0.3997
1396,1.1352,0.88938,1.2272,0.99997
1397,1.3107,0.802,1.5311,2.0083
1398,1.266,0.84219,1.5499,1.6832
1399,0.69464,1.2704,0.24163,-2.1443
1400,0.34358,0.67967,0.26484,-1.2554
1401,-0.5375,-0.11724,-0.14619,-1.6269
1402,-0.5375,-0.16093,-0.36055,-1.4611
1403,-0.096957,-0.41783,0.60626,1.2122
1404,0.38661,0.22529,0.69023,0.63512
1405,0.60688,0.67617,0.60626,-0.22723
1406,0.035549,0.069751,0.60626,-0.12773
1407,-0.36025,-0.41259,0.60626,0.17741
1408,-0.18472,0.23752,0.0040758,-1.6136
1409,-0.052215,0.045285,0.47919,-0.37316
1410,-0.1417,0.35811,-0.099787,-1.9055
1411,0.21108,0.35985,0.37201,-0.55227
1412,0.69464,0.8719,0.414,-0.63187
1413,0.69464,0.96453,0.414,-0.98344
1414,0.73938,1.0886,0.30682,-1.282
1415,0.82715,1.19,0.26484,-1.3284
1416,0.078571,0.51015,-0.015813,-1.6335
1417,-0.0091931,-0.17841,0.60626,0.64176
1418,0.87017,1.017,0.34881,-0.50583
1419,0.38661,0.52063,0.30682,-0.48593
1420,-0.27248,-0.16093,0.19965,-0.4395
1421,-0.31723,0.057518,-0.31414,-1.4412
1422,-0.5375,-0.42657,-0.23017,-0.45277
1423,-0.88855,-0.81104,-0.42242,-0.34663
1424,-0.40499,-0.36191,-0.33734,-0.18743
1425,0.078571,-0.4056,0.30682,1.8424
1426,-0.22946,-0.44579,0.15766,0.80759
1427,0.69464,0.55908,0.30682,0.55552
1428,0.82715,1.1166,0.17644,-1.0498
1429,0.21108,0.58355,-0.0578,-1.4014
1430,0.035549,0.28995,0.0040758,-0.96354
1431,-0.5375,-0.27278,-0.20696,-1.0365
1432,-0.052215,-0.18889,0.069266,0.51572
1433,-0.27248,-0.30074,-0.099787,0.091179
1434,0.16633,-0.20812,0.47919,1.4311
1435,0.56213,0.068004,0.75542,1.9088
1436,-0.052215,0.54685,-0.57601,-2.277
1437,-0.84381,-0.57162,-0.44563,-1.0829
1438,-1.1966,-0.97706,-0.78705,-0.90384
1439,-0.80079,-0.81628,-0.63678,0.011577
1440,-0.58052,-0.70793,-0.46772,0.44939
1441,-0.71303,-0.82153,-0.48761,0.36978
1442,0.035549,-0.26754,-0.037911,1.1525
1443,-0.27248,-0.43006,-0.16498,0.58206
1444,-0.5375,-0.47375,-0.51082,-0.27366
1445,-1.0641,-1.2584,-0.40253,0.67492
1446,-0.31723,-0.10326,-0.70197,-0.83087
1447,0.035549,0.1414,-0.42242,-0.3997
1448,0.51911,0.2183,0.3908,1.1724
1449,0.43135,0.20956,0.37201,0.8673
1450,-0.27248,-0.026367,-0.27215,-0.95028
1451,0.16633,0.13791,-0.0578,0.11771
1452,-0.096957,-0.30598,0.28362,0.78769
1453,-1.1088,-0.659,-0.89422,-1.7728
1454,0.035549,-0.059571,-0.20696,0.36315
1455,-0.31723,-0.24482,-0.44563,-0.29356
1456,-0.80079,-0.88269,-0.33734,0.26365
1457,-0.5375,-0.55065,-0.5296,0.018211
1458,-0.75605,-0.84425,-0.42242,0.29018
1459,-0.75605,-0.83027,-0.5296,0.23712
1460,-0.1417,-0.36365,-0.25337,0.83413
1461,-0.36025,-0.010638,-0.83235,-1.3483
1462,-0.27248,-0.34618,-0.29536,0.26365
1463,-0.22946,-0.0088907,-0.63678,-0.85077
1464,0.078571,-0.059571,-0.081003,0.52899
1465,0.2541,0.49617,-0.36055,-0.90384
1466,0.60688,0.67967,0.049377,-0.2405
1467,1.531,1.1218,0.99408,1.6434
1468,1.7943,1.7807,0.75542,0.15751
1469,0.82715,0.67093,0.8858,0.64176
1470,0.56213,0.29344,0.90569,1.053
1471,0.95793,0.66044,0.90569,1.1857
1472,0.51911,0.6552,0.34881,-0.48593
1473,0.69464,0.24801,0.8858,1.7363
1474,0.16633,0.1414,0.30682,0.10445
1475,0.035549,-0.18889,0.3908,0.85403
1476,0.38661,-0.066562,0.64824,1.7429
1477,0.95793,0.71112,0.56427,0.99333
1478,0.43135,0.85967,-0.23017,-1.6004
1479,0.21108,0.20956,0.13446,0.018211
1480,-0.0091931,0.21306,-0.18818,-0.84414
1481,0.035549,0.25675,-0.36055,-0.83751
1482,-0.40499,-0.32521,-0.36055,-0.32673
1483,0.035549,-0.35666,0.24163,1.4908
1484,0.29884,-0.036852,0.21843,1.2918
1485,0.34358,0.73209,-0.37933,-1.4544
1486,-0.1417,-0.050833,-0.16498,-0.35326
1487,-0.0091931,0.13267,-0.37933,-0.539
1488,0.16633,0.043537,0.069266,0.47592
1489,-0.1417,-0.017629,-0.27215,-0.4793
1490,-0.0091931,-0.31647,0.11125,1.1658
1491,0.38661,0.024314,0.3908,1.398
1492,0.078571,-0.057824,0.15766,0.52235
1493,0.51911,0.31791,0.3908,0.79433
1494,0.29884,0.28645,0.11125,0.064645
1495,0.47437,0.29344,0.37201,0.71473
1496,0.16633,0.3249,-0.0578,-0.59207
1497,1.1782,0.84045,0.60626,1.3515
1498,1.1352,0.7286,1.0129,1.6102
1499,1.531,1.9012,0.19965,-1.3151
1500,1.531,1.4556,0.77862,0.37642
1501,1.0027,0.65695,1.0593,1.3714
1502,0.95793,1.0012,0.45599,-0.10783
1503,-0.22946,0.39306,-0.59479,-2.3765
1504,-0.9333,-0.839,-0.46772,-0.41297
1505,-1.1088,-0.70269,-1.155,-1.607
1506,-0.1417,-0.48948,-0.14619,1.3117
1507,0.035549,-0.19414,-0.23017,0.87393
1508,-0.75605,-0.67648,-0.65998,-0.34663
1509,-0.62526,-0.32171,-0.98262,-1.1891
1510,-1.6801,-1.4454,-1.2809,-0.99008
1511,-1.2396,-0.92464,-1.4732,-1.2687
1512,-1.7679,-1.8753,-1.0898,0.30345
1513,-1.3291,-1.8194,-0.65998,1.7827
1514,-0.49276,-0.67473,-0.74395,0.66166
1515,-0.36025,-0.60133,-0.33734,0.89383
1516,-0.62526,-0.34618,-0.95941,-1.0962
1517,-0.88855,-0.93163,-0.70197,0.11108
1518,-0.40499,-0.41259,-0.59479,0.0049436
1519,0.035549,0.18859,-0.5296,-0.5788
1520,-0.096957,-0.37239,0.11125,1.0398
1521,-0.58052,-0.74288,-0.14619,0.58206
1522,-0.71303,-0.79007,-0.48761,0.25038
1523,-0.44801,-0.4423,-0.61799,-0.048124
1524,-0.31723,0.052275,-0.89422,-1.4213
1525,-1.2844,-1.0609,-1.0898,-0.92374
1526,-1.6354,-1.6114,-1.1318,-0.18743
1527,-0.66828,-0.9893,-0.74395,1.1791
1528,-0.40499,-0.67822,-0.42242,1.0132
1529,-0.18472,-0.12423,-0.61799,-0.2405
1530,-0.44801,-0.14695,-0.80914,-1.1692
1531,-0.22946,-0.4755,-0.081003,0.92036
1532,-0.5375,-0.77434,-0.081003,0.8673
1533,0.16633,-0.064814,-0.081003,0.8872
1534,0.69464,0.55384,0.17644,0.57542
1535,0.69464,0.59054,0.414,0.43612
1536,0.87017,0.41752,1.1432,1.7694
1537,0.73938,0.46296,0.90569,1.0928
1538,0.95793,0.5119,1.12,1.7495
1539,1.266,1.3665,0.56427,-0.30683
1540,1.266,0.89637,1.1852,1.4776
1541,1.0027,1.0606,0.79741,-0.16089
1542,0.91491,0.97326,0.73664,-0.16753
1543,0.60688,0.91559,0.3908,-1.136
1544,0.87017,0.61151,0.8858,1.0331
1545,-0.096957,0.07849,0.19965,-0.67167
1546,0.43135,0.29869,0.45599,0.52899
1547,0.43135,0.49442,0.24163,-0.21396
1548,0.38661,0.18509,0.64824,0.78769
1549,-0.052215,-0.16792,0.37201,0.43612
1550,0.078571,-0.23258,0.49908,1.1857
1551,0.91491,0.5119,0.71343,1.5837
1552,0.47437,0.12393,0.82061,1.3582
1553,0.43135,0.24801,0.60626,0.72136
1554,-0.36025,-0.2588,0.069266,-0.40633
1555,-0.0091931,-0.019376,0.15766,0.038111
1556,0.16633,0.10995,0.17644,0.22385
1557,-0.0091931,0.1082,-0.0578,-0.44613
1558,0.12331,0.24801,-0.081003,-0.46603
1559,0.73938,0.30218,0.77862,1.7031
1560,0.16633,0.31092,0.069266,-0.539
1561,0.91491,0.67093,0.73664,0.98006
1562,0.87017,0.51364,1.0129,1.4046
1563,1.2229,1.1742,0.69023,0.25702
1564,0.95793,0.66568,1.12,1.1658
1565,0.82715,0.5119,1.1432,1.2454
1566,1.266,0.99598,1.0593,1.0995
1567,2.0145,1.7212,1.4007,1.2321
1568,1.7495,2.0271,0.84381,-0.95028
1569,1.3107,1.5954,0.73664,-1.0033
1570,1.266,1.2686,0.95099,0.064645
1571,0.2541,0.56607,0.28362,-1.1692
1572,-0.58052,-0.33744,-0.16498,-0.95691
1573,-1.2396,-0.79182,-1.0014,-1.7728
1574,-1.2396,-1.2724,-0.76716,0.051378
1575,-1.0211,-0.75512,-1.324,-1.0697
1576,-0.40499,-0.1487,-1.155,-0.99671
1577,-0.052215,0.10296,-0.74395,-0.59207
1578,-1.0211,-0.74988,-1.0246,-1.0896
1579,-1.1088,-1.1938,-0.89422,0.25702
1580,-0.88855,-0.64152,-1.3041,-0.99008
1581,-0.71303,-0.53317,-1.155,-0.72474
1582,-0.22946,-0.66075,-0.18818,1.6235
1583,0.12331,0.45772,-0.80914,-1.2621
1584,-0.49276,-0.40035,-0.51082,-0.3798
1585,-0.44801,-0.28501,-0.83235,-0.64514
1586,-0.80079,-0.90366,-0.48761,0.34325
1587,-0.44801,-0.50696,-0.76716,0.19731
1588,-0.052215,0.22878,-0.87434,-1.0697
1589,-0.9333,-0.77609,-0.85224,-0.65177
1590,-0.71303,-0.43356,-1.2158,-1.1028
1591,-0.58052,-0.9526,-0.44563,1.3781
1592,-0.27248,-0.49298,-0.40253,0.82086
1593,-1.2396,-1.0382,-1.1738,-0.83751
1594,-1.8557,-1.559,-1.734,-1.2355
1595,-1.9882,-1.6761,-1.9914,-1.3019
1596,-1.1088,-1.5555,-1.0478,1.6301
1597,-1.0641,-0.82327,-1.5616,-0.97681
1598,-0.36025,-0.48424,-0.89422,0.44939
1599,-0.9333,-1.0312,-0.89422,0.31672
1600,-0.096957,-0.068309,-0.74395,-0.11446
1601,-0.36025,-0.24132,-0.83235,-0.47267
1602,-0.66828,-0.29375,-1.2622,-1.4611
1603,-0.5375,-0.8757,-0.44563,1.252
1604,0.21108,-0.47725,0.069266,2.6252
1605,0.2541,-0.11724,-0.037911,1.4245
1606,0.91491,1.1166,-0.40253,-0.71147
1607,1.266,0.79151,0.64824,1.8756
1608,0.56213,0.87715,-0.14619,-1.1625
1609,0.035549,0.36859,-0.51082,-1.2621
1610,-0.1417,-0.073552,-0.51082,-0.26703
1611,-0.18472,0.37383,-1.1318,-2.131
1612,-0.71303,-0.59084,-0.95941,-0.50583
1613,-0.1417,-0.056076,-0.93953,-0.33336
1614,-0.052215,-0.34967,-0.36055,1.126
1615,0.12331,-0.052581,-0.40253,0.67492
1616,-0.22946,0.076742,-1.0666,-1.1758
1617,-0.31723,-0.26754,-0.80914,-0.20733
1618,-0.44801,-0.19588,-1.239,-0.98344
1619,-0.27248,0.068004,-1.3041,-1.3085
1620,-0.62526,-0.57337,-1.0478,-0.23386
1621,-0.36025,-0.72716,-0.57601,1.3714
1622,-0.27248,-0.015881,-1.197,-0.99008
1623,-0.1417,-0.36016,-0.63678,0.82086
1624,-0.62526,-0.31297,-1.3693,-1.2222
1625,-0.49276,-0.43006,-1.155,-0.26703
1626,-0.9333,-0.74288,-1.4124,-0.77781
1627,-0.9333,-0.71492,-1.5196,-0.88394
1628,-1.1518,-0.9491,-1.6688,-0.83751
1629,-0.052215,-0.24482,-0.95941,0.72799
1630,-0.40499,-0.38463,-1.0246,-0.10119
1631,-0.9333,-0.97182,-0.98262,0.091179
1632,-0.71303,-0.74988,-1.197,0.097812
1633,0.078571,-0.44404,-0.36055,1.9884
1634,-0.096957,0.020819,-0.91743,-0.45277
1635,0.38661,0.080237,-0.33734,1.1857
1636,1.0457,0.96977,-0.23017,0.34988
1637,0.56213,0.55209,-0.12299,0.071278
1638,0.69464,0.40529,0.26484,1.1393
1639,0.51911,0.81074,-0.48761,-1.0763
1640,0.38661,0.45073,-0.31414,-0.22059
1641,0.035549,0.39131,-0.80914,-1.3483
1642,-0.88855,-0.90366,-0.80914,0.0049436
1643,-1.1518,-0.5856,-1.861,-2.2173
1644,-1.8557,-1.8316,-1.5616,-0.20069
1645,-2.3392,-2.1375,-2.1826,-0.90384
1646,-2.1207,-2.1584,-1.9914,0.018211
1647,-1.4599,-1.4874,-1.9494,0.018211
1648,-0.58052,-1.1326,-0.93953,2.0613
1649,-0.31723,-1.0714,-0.44563,2.8441
1650,-1.0641,-1.2619,-1.0478,0.68819
1651,-1.9004,-2.0833,-1.4124,0.58206
1652,-1.9004,-1.7041,-2.0102,-0.85741
1653,-2.2962,-2.0571,-2.3748,-1.0431
1654,-1.9004,-1.7617,-2.3129,-0.6385
1655,-1.3721,-1.4087,-1.9914,0.058011
1656,-0.62526,-0.97357,-1.2622,1.2852
1657,-0.80079,-0.83201,-1.4964,0.071278
1658,-1.3291,-1.3388,-1.5616,-0.041491
1659,-1.1966,-1.3126,-1.4964,0.36978
1660,-1.4169,-1.5101,-1.6036,0.27028
1661,-0.97632,-1.1029,-1.4732,0.42285
1662,-1.4599,-1.199,-1.861,-1.0763
1663,-1.9882,-2.0728,-1.7539,0.20395
1664,-1.5046,-1.2881,-2.1174,-0.91048
1665,-1.5924,-1.6149,-1.861,-0.0083233
1666,-1.3291,-1.4542,-1.6688,0.39632
1667,-0.97632,-1.0435,-1.4964,0.19731
1668,-1.1088,-0.8792,-1.8411,-0.93701
1669,-0.88855,-1.1291,-1.197,0.86066
1670,-1.0211,-1.0959,-1.3693,0.22385
1671,-0.71303,-0.77609,-1.239,0.19731
1672,-0.27248,-0.65026,-0.70197,1.4179
1673,-0.096957,-0.32346,-0.70197,0.85403
1674,0.035549,0.13616,-0.89422,-0.3798
1675,0.47437,0.26898,-0.27215,0.80759
1676,0.035549,0.15713,-0.70197,-0.4594
1677,-0.1417,-0.33395,-0.37933,0.72136
1678,-0.84381,-0.54016,-1.3041,-1.2023
1679,-0.9333,-0.54016,-1.6887,-1.5473
1680,-0.84381,-0.53317,-1.734,-1.2289
1681,-0.88855,-0.76211,-1.5196,-0.53237
1682,-1.1518,-1.3213,-1.239,0.57542
1683,-0.66828,-0.63104,-1.5384,-0.18079
1684,0.34358,0.34413,-1.0478,0.018211
1685,-0.096957,0.16063,-1.1318,-0.98344
1686,-0.84381,-0.34443,-1.6268,-1.9453
1687,-0.052215,0.043537,-1.1738,-0.36653
1688,-0.84381,-0.79531,-1.239,-0.23386
1689,-0.9333,-0.86871,-1.4732,-0.3002
1690,-1.0211,-1.0889,-1.3041,0.19731
1691,-1.1518,-0.98405,-1.734,-0.70484
1692,-1.0641,-0.86172,-1.8842,-0.83087
1693,-0.75605,-0.6188,-1.7108,-0.56554
1694,-0.66828,-0.97357,-1.0246,1.1194
1695,-0.62526,-0.56463,-1.3693,-0.26703
1696,-1.0211,-0.87221,-1.5384,-0.62524
1697,-0.0091931,-0.49123,-0.5296,1.8291
1698,-1.0211,-0.81279,-1.4964,-0.85077
1699,-0.9333,-1.1728,-1.0898,0.85403
1700,-0.44801,-0.36365,-1.3693,-0.34663
1701,-0.31723,-0.71842,-0.61799,1.5041
1702,-0.66828,-0.42832,-1.4732,-0.95028
1703,-0.49276,-0.89667,-0.68318,1.5041
1704,0.82715,0.58704,-0.44563,0.96016
1705,0.87017,0.77578,-0.29536,0.40959
1706,0.38661,0.15189,-0.099787,0.91373
1707,-0.1417,0.27422,-1.0898,-1.5871
1708,-0.096957,0.32665,-1.3693,-1.6136
1709,-0.0091931,0.071499,-1.0014,-0.30683
1710,-0.36025,-0.052581,-1.3041,-1.1891
1711,-0.27248,0.087228,-1.4732,-1.3815
1712,-0.58052,-0.17317,-1.6268,-1.5805
1713,-0.71303,-0.73589,-1.0666,0.044744
1714,-0.75605,-0.41084,-1.6887,-1.3549
1715,-1.7249,-1.5188,-1.819,-0.88394
1716,-2.3392,-2.1497,-2.2257,-0.85741
1717,-2.427,-2.4136,-2.2676,-0.19406
1718,-2.2515,-2.3402,-2.2257,0.20395
1719,-1.6354,-1.8089,-1.9494,0.56216
1720,-0.62526,-1.1588,-1.0478,1.9884
1721,-0.49276,-0.19414,-1.6456,-1.1625
1722,-1.5046,-1.4262,-1.6036,-0.38643
1723,-1.5476,-1.6307,-1.6268,0.22385
1724,-2.2962,-2.279,-1.9682,-0.20069
1725,-2.1637,-2.5814,-1.7539,1.4577
1726,-2.0312,-2.1375,-2.0566,0.28355
1727,-1.7679,-2.1549,-1.6456,1.3648
1728,-1.1088,-1.3895,-1.6456,0.99997
1729,-1.2396,-1.033,-2.0334,-0.85741
1730,-1.5046,-1.4227,-1.9262,-0.3997
1731,-1.2396,-1.3109,-1.6688,0.19731
1732,-1.6801,-1.601,-1.9494,-0.3997
1733,-0.80079,-0.95085,-1.5196,0.52235
1734,-1.6354,-1.2846,-2.1174,-1.4279
1735,-2.2962,-2.4468,-1.861,0.43612
1736,-1.6354,-2.0134,-1.6887,1.3383
1737,-2.2962,-2.0186,-2.5472,-1.1891
1738,-1.8557,-2.1078,-1.7958,0.8474
1739,-1.8557,-2.0291,-1.7759,0.54889
1740,-1.3721,-1.2497,-2.1174,-0.54563
1741,-1.2844,-1.58,-1.3693,1.0464
1742,-1.4599,-1.0575,-2.3328,-1.6136
1743,-1.0211,-0.93687,-1.8842,-0.3798
1744,-0.71303,-1.2864,-0.93953,2.1343
1745,-0.80079,-0.64327,-1.6887,-0.64514
1746,-0.62526,-0.30598,-1.819,-1.2488
1747,-0.052215,-0.21336,-1.0246,0.60859
1748,0.21108,0.07849,-0.80914,0.51572
1749,-0.18472,-0.44579,-0.5296,0.98006
1750,-0.0091931,0.26199,-1.2158,-1.0299
1751,-1.1966,-0.58735,-1.8842,-2.3831
1752,-1.4169,-0.90366,-2.1174,-2.0315
1753,-0.66828,-0.37065,-1.7759,-1.1692
1754,-1.3721,-1.234,-1.6268,-0.60534
1755,-0.44801,-0.60133,-1.2158,0.55552
1756,-0.80079,-0.69919,-1.4124,-0.43287
1757,-0.75605,-1.1011,-0.83235,1.2653
1758,-1.1966,-1.2147,-1.4732,-0.0016898
1759,-0.31723,-0.71842,-0.89422,1.5041
1760,-0.58052,-0.44579,-1.3892,-0.54563
1761,-0.71303,-0.60482,-1.4124,-0.45277
1762,-0.84381,-0.29026,-1.9494,-2.1509
1763,-1.5476,-1.2392,-1.8411,-1.2621
1764,-0.75605,-0.98405,-1.1738,0.82086
1765,-1.0211,-1.1483,-1.239,0.42285
1766,-1.4169,-1.2777,-1.6456,-0.61197
1767,-1.6801,-1.732,-1.6268,0.097812
1768,-1.0211,-1.2008,-1.4124,0.62186
1769,-1.3291,-1.5555,-1.324,0.78106
1770,-0.80079,-1.185,-0.95941,1.4112
1771,-0.40499,-0.80405,-0.74395,1.4908
1772,-0.66828,-0.90891,-0.83235,0.87393
1773,-0.40499,-0.47725,-1.1086,0.25038
1774,-1.1088,-1.199,-1.0478,0.27692
1775,-0.31723,-0.73065,-0.57601,1.5505
1776,-0.5375,-0.99978,-0.5296,1.723
1777,0.87017,0.28121,0.049377,2.2869
1778,0.56213,0.50491,-0.27215,0.25038
1779,0.51911,0.77753,-0.70197,-0.95028
1780,-0.18472,0.064509,-0.72517,-0.95691
1781,0.21108,-0.17317,-0.037911,1.4709
1782,0.34358,0.16936,-0.18818,0.68156
1783,-0.49276,-0.26404,-0.76716,-0.89721
1784,-0.58052,-0.65026,-0.70197,0.23048
1785,-1.1518,-0.77085,-1.3892,-1.5141
1786,-0.9333,-0.52094,-1.6268,-1.6203
1787,-0.5375,-0.37764,-1.2622,-0.6385
1788,-0.80079,-0.8425,-0.85224,0.11108
1789,-1.6801,-1.6342,-1.2809,-0.27366
1790,-1.2396,-1.1134,-1.4732,-0.55227
1791,-0.88855,-1.2147,-0.85224,1.1857
