Time,SP,PV,OP,error
2019,0.96357,-1.7171,1.7663,1.9361
2020,0.96357,-0.30195,1.7932,0.49578
2021,0.96357,-1.1903,2.0289,1.3999
2022,0.96357,1.9644,1.1566,-1.8109
2023,0.96357,1.1068,1.1886,-0.93807
2024,0.96357,2.9796,0.53915,-2.8442
2025,0.96357,3.6334,0.16512,-3.5096
2026,0.96357,2.131,0.16896,-1.9805
2027,0.96357,3.7808,-0.48431,-3.6596
2028,0.96357,0.72868,-0.10131,-0.55319
2029,0.96357,1.5773,-0.41258,-1.4169
2030,0.96357,1.9272,-0.72384,-1.7731
2031,0.96357,2.0952,-0.89804,-1.944
2032,0.96357,0.78636,-0.79173,-0.6119
2033,0.96357,1.6311,-1.0979,-1.4717
2034,0.96357,1.6503,-1.2093,-1.4913
2035,0.96357,0.61203,-1.0402,-0.43446
2036,0.96357,0.17876,-0.97362,0.0065184
2037,0.96357,0.16209,-1.0185,0.023479
2038,0.96357,0.44282,-1.112,-0.26225
2039,0.96357,0.041595,-1.0313,0.14612
2040,0.96357,-0.18145,-0.98259,0.37313
2041,0.96357,-0.051982,-1.0095,0.24136
2042,0.96357,0.31207,-1.0979,-0.12917
2043,0.96357,-0.051982,-1.0133,0.24136
2044,0.96357,0.041595,-1.0185,0.14612
2045,0.96357,0.19798,-1.0223,-0.013052
2046,0.96357,0.078769,-1.0044,0.10828
2047,0.96357,0.29156,-1.0492,-0.10829
2048,0.96357,0.21849,-1.0441,-0.033927
2049,0.96357,-0.14556,-0.96465,0.3366
2050,0.96357,-0.051982,-1.0223,0.24136
2051,0.96357,0.19798,-1.0671,-0.013052
2052,0.96357,1.0863,-1.2541,-0.9172
2053,0.96357,0.19798,-1.0582,-0.013052
2054,0.96357,-0.072492,-0.97362,0.26224
2055,0.96357,-0.051982,-0.94672,0.24136
2056,0.96357,-0.4891,-0.79173,0.68626
2057,0.96357,-0.031472,-0.81735,0.22049
2058,0.96357,-1.0339,-0.52914,1.2408
2059,0.96357,-0.23914,-0.64058,0.43185
2060,0.96357,-0.28272,-0.60856,0.4762
2061,0.96357,-0.45193,-0.52914,0.64842
2062,0.96357,-0.14556,-0.54195,0.3366
2063,0.96357,-0.12505,-0.49327,0.31573
2064,0.96357,-0.26606,-0.4177,0.45924
2065,0.96357,0.36847,-0.53298,-0.18657
2066,0.96357,-0.089157,-0.43051,0.2792
2067,0.96357,-0.014808,-0.41258,0.20353
2068,0.96357,0.0044202,-0.37799,0.18396
2069,0.96357,0.14158,-0.38183,0.044354
2070,0.96357,-0.4327,-0.23068,0.62885
2071,0.96357,0.02493,-0.27936,0.16308
2072,0.96357,0.062105,-0.23581,0.12524
2073,0.96357,-0.20196,-0.17304,0.39401
2074,0.96357,-0.28272,-0.1423,0.4762
2075,0.96357,-0.32246,-0.097469,0.51665
2076,0.96357,-0.28272,-0.088502,0.4762
2077,0.96357,0.32873,-0.22684,-0.14613
2078,0.96357,0.74919,-0.34597,-0.57407
2079,0.96357,0.16209,-0.23068,0.023479
2080,0.96357,0.86328,-0.37287,-0.69018
2081,0.96357,1.3132,-0.50224,-1.1481
2082,0.96357,0.2749,-0.28833,-0.091333
2083,0.96357,0.72868,-0.38183,-0.55319
2084,0.96357,0.10441,-0.27936,0.08219
2085,0.96357,-0.031472,-0.27039,0.22049
2086,0.96357,0.21849,-0.34597,-0.033927
2087,0.96357,0.25567,-0.34212,-0.071763
2088,0.96357,0.078769,-0.32035,0.10828
2089,0.96357,0.29156,-0.36006,-0.10829
2090,0.96357,0.16209,-0.29729,0.023479
2091,0.96357,0.25567,-0.33316,-0.071763
2092,0.96357,0.10441,-0.30242,0.08219
2093,0.96357,-0.051982,-0.30242,0.24136
2094,0.96357,-0.16479,-0.27039,0.35617
2095,0.96357,0.61203,-0.4446,-0.43446
2096,0.96357,0.0044202,-0.31138,0.18396
2097,0.96357,0.23516,-0.38696,-0.050888
2098,0.96357,-0.10838,-0.29729,0.29877
2099,0.96357,0.25567,-0.35109,-0.071763
2100,0.96357,0.14158,-0.31138,0.044354
2101,0.96357,-0.20196,-0.22172,0.39401
2102,0.96357,0.041595,-0.26143,0.14612
2103,0.96357,-0.14556,-0.23068,0.3366
2104,0.96357,0.31207,-0.33316,-0.12917
2105,0.96357,0.16209,-0.25758,0.023479
2106,0.96357,1.2004,-0.55988,-1.0333
2107,0.96357,0.8261,-0.51505,-0.65235
2108,0.96357,0.17876,-0.39592,0.0065184
2109,0.96357,0.14158,-0.38696,0.044354
2110,0.96357,0.041595,-0.37799,0.14612
2111,0.96357,0.49922,-0.46637,-0.31965
2112,0.96357,-0.666,-0.23581,0.86631
2113,0.96357,0.89917,-0.58166,-0.72671
2114,0.96357,0.55563,-0.52017,-0.37706
2115,0.96357,0.65561,-0.58166,-0.47882
2116,0.96357,0.36847,-0.52914,-0.18657
2117,0.96357,0.25567,-0.50224,-0.071763
2118,0.96357,0.36847,-0.55988,-0.18657
2119,0.96357,0.21849,-0.54707,-0.033927
2120,0.96357,0.84277,-0.70719,-0.66931
2121,0.96357,0.29156,-0.62649,-0.10829
2122,0.96357,0.31207,-0.6662,-0.12917
2123,0.96357,0.25567,-0.68413,-0.071763
2124,0.96357,0.55563,-0.7738,-0.37706
2125,0.96357,0.97608,-0.90189,-0.805
2126,0.96357,0.34924,-0.80454,-0.167
2127,0.96357,-0.072492,-0.75074,0.26224
2128,0.96357,0.062105,-0.7866,0.12524
2129,0.96357,0.46205,-0.89804,-0.28182
2130,0.96357,-0.12505,-0.8135,0.31573
2131,0.96357,0.23516,-0.90189,-0.050888
2132,0.96357,0.16209,-0.92494,0.023479
2133,0.96357,2.0375,-1.3246,-1.8853
2134,0.96357,-0.014808,-0.90189,0.20353
2135,0.96357,-0.23914,-0.87627,0.43185
2136,0.96357,0.34924,-1.0274,-0.167
2137,0.96357,1.6709,-1.2887,-1.5121
2138,0.96357,-0.33912,-0.85834,0.53361
2139,0.96357,-0.80316,-0.72,1.0059
2140,0.96357,-0.031472,-0.87115,0.22049
2141,0.96357,1.5004,-1.2093,-1.3386
2142,0.96357,0.19798,-0.8404,-0.013052
2143,0.96357,0.53512,-0.92494,-0.35618
2144,0.96357,0.53512,-0.91598,-0.35618
2145,0.96357,-0.12505,-0.76483,0.31573
2146,0.96357,0.10441,-0.80454,0.08219
2147,0.96357,0.34924,-0.84425,-0.167
2148,0.96357,-0.68266,-0.59959,0.88327
2149,0.96357,0.29156,-0.80069,-0.10829
2150,0.96357,-0.18145,-0.64826,0.37313
2151,0.96357,-0.70317,-0.52914,0.90414
2152,0.96357,0.19798,-0.65723,-0.013052
2153,0.96357,1.0491,-0.80069,-0.87936
2154,0.96357,0.44282,-0.62265,-0.26225
2155,0.96357,-0.33912,-0.39977,0.53361
2156,0.96357,-0.70317,-0.24862,0.90414
2157,0.96357,-0.26606,-0.23581,0.45924
2158,0.96357,-0.55319,-0.10644,0.75149
2159,0.96357,-0.55319,-0.025737,0.75149
2160,0.96357,-0.76599,0.10235,0.96807
2161,0.96357,-0.12505,0.076736,0.31573
2162,0.96357,-0.3763,0.20483,0.57145
2163,0.96357,-0.97621,0.41874,1.182
2164,0.96357,-0.3763,0.38288,0.57145
2165,0.96357,-0.32246,0.47254,0.51665
2166,0.96357,-0.41603,0.57373,0.61189
2167,0.96357,-0.62626,0.70823,0.82586
2168,0.96357,-0.18145,0.68517,0.37313
2169,0.96357,-0.22247,0.76075,0.41488
2170,0.96357,-0.58909,0.92983,0.78802
2171,0.96357,-0.35835,0.94776,0.55318
2172,0.96357,0.44282,0.83248,-0.26225
2173,0.96357,-0.32246,1.0451,0.51665
2174,0.96357,-0.30195,1.063,0.49578
2175,0.96357,-0.20196,1.104,0.39401
2176,0.96357,-0.031472,1.063,0.22049
2177,0.96357,-0.031472,1.0502,0.22049
2178,0.96357,0.46205,0.94776,-0.28182
2179,0.96357,1.6311,0.64547,-1.4717
2180,0.96357,0.55563,0.83632,-0.37706
2181,0.96357,0.041595,0.84529,0.14612
2182,0.96357,1.0491,0.59679,-0.87936
2183,0.96357,0.72868,0.6096,-0.55319
2184,0.96357,0.67612,0.55196,-0.4997
2185,0.96357,0.74919,0.46357,-0.57407
2186,0.96357,0.93634,0.3342,-0.76455
2187,0.96357,0.84277,0.24454,-0.66931
2188,0.96357,2.3144,-0.15511,-2.1671
2189,0.96357,1.0491,0.040871,-0.87936
2190,0.96357,1.3863,-0.13718,-1.2225
2191,0.96357,0.91968,-0.13718,-0.74759
2192,0.96357,1.0133,-0.26655,-0.84283
2193,0.96357,0.47871,-0.24349,-0.29878
2194,0.96357,0.65561,-0.35493,-0.47882
2195,0.96357,1.4799,-0.63161,-1.3177
2196,0.96357,0.65561,-0.52402,-0.47882
2197,0.96357,1.0491,-0.66235,-0.87936
2198,0.96357,0.8261,-0.70206,-0.65235
2199,0.96357,0.61203,-0.73793,-0.43446
2200,0.96357,0.72868,-0.8135,-0.55319
2201,0.96357,0.86328,-0.88395,-0.69018
2202,0.96357,0.51845,-0.88011,-0.33922
2203,0.96357,0.69279,-0.97362,-0.51666
2204,0.96357,0.8261,-1.0851,-0.65235
2205,0.96357,0.2749,-1.0364,-0.091333
2206,0.96357,0.14158,-1.062,0.044354
2207,0.96357,0.36847,-1.1606,-0.18657
2208,0.96357,0.62869,-1.2759,-0.45143
2209,0.96357,-0.12505,-1.1427,0.31573
2210,0.96357,0.42487,-1.2669,-0.24398
2211,0.96357,0.02493,-1.1875,0.16308
2212,0.96357,0.32873,-1.2541,-0.14613
2213,0.96357,0.21849,-1.2272,-0.033927
2214,0.96357,-0.32246,-1.112,0.51665
2215,0.96357,0.21849,-1.2401,-0.033927
2216,0.96357,0.42487,-1.2759,-0.24398
2217,0.96357,0.38514,-1.2887,-0.20354
2218,0.96357,-0.41603,-1.1555,0.61189
2219,0.96357,0.14158,-1.258,0.044354
2220,0.96357,-0.28272,-1.1517,0.4762
2221,0.96357,0.34924,-1.2669,-0.167
2222,0.96357,0.10441,-1.2183,0.08219
2223,0.96357,0.0044202,-1.1824,0.18396
2224,0.96357,-0.014808,-1.1465,0.20353
2225,0.96357,0.53512,-1.2541,-0.35618
2226,0.96357,-0.41603,-1.0223,0.61189
2227,0.96357,0.062105,-1.103,0.12524
2228,0.96357,1.6503,-1.4847,-1.4913
2229,0.96357,0.10441,-1.112,0.08219
2230,0.96357,-0.47244,-0.96465,0.6693
2231,0.96357,0.31207,-1.0979,-0.12917
2232,0.96357,0.31207,-1.103,-0.12917
2233,0.96357,0.041595,-1.0364,0.14612
2234,0.96357,-0.051982,-0.99155,0.24136
2235,0.96357,-0.051982,-0.94288,0.24136
2236,0.96357,-0.30195,-0.83144,0.49578
2237,0.96357,-0.20196,-0.80838,0.39401
2238,0.96357,-0.7224,-0.67132,0.92371
2239,0.96357,0.02493,-0.76867,0.16308
2240,0.96357,-0.031472,-0.71615,0.22049
2241,0.96357,-0.50961,-0.57269,0.70713
2242,0.96357,-0.12505,-0.64826,0.31573
2243,0.96357,-0.051982,-0.61368,0.24136
2244,0.96357,-0.23914,-0.54707,0.43185
2245,0.96357,-0.089157,-0.54707,0.2792
2246,0.96357,0.0044202,-0.51121,0.18396
2247,0.96357,-0.089157,-0.46253,0.2792
2248,0.96357,-0.089157,-0.43947,0.2792
2249,0.96357,-0.53268,-0.29345,0.73062
2250,0.96357,-0.18145,-0.30242,0.37313
2251,0.96357,0.19798,-0.34212,-0.013052
2252,0.96357,-0.32246,-0.15511,0.51665
2253,0.96357,-0.20196,-0.11924,0.39401
2254,0.96357,-0.4891,-0.025737,0.68626
2255,0.96357,-0.57242,0.058803,0.77106
2256,0.96357,-0.33912,0.10235,0.53361
2257,0.96357,-0.55319,0.22788,0.75149
2258,0.96357,-0.35835,0.21379,0.55318
2259,0.96357,-0.22247,0.23173,0.41488
2260,0.96357,0.49922,0.11644,-0.31965
2261,0.96357,-0.031472,0.26247,0.22049
2262,0.96357,-0.014808,0.29834,0.20353
2263,0.96357,-0.031472,0.35598,0.22049
2264,0.96357,0.062105,0.40978,0.12524
2265,0.96357,-0.23914,0.52122,0.43185
2266,0.96357,-0.089157,0.57373,0.2792
2267,0.96357,-0.33912,0.62753,0.53361
2268,0.96357,0.16209,0.56477,0.023479
2269,0.96357,-0.39552,0.72104,0.59102
2270,0.96357,0.10441,0.68517,0.08219
2271,0.96357,0.12492,0.69926,0.061315
2272,0.96357,-0.47244,0.81839,0.6693
2273,0.96357,-0.35835,0.83248,0.55318
2274,0.96357,-0.031472,0.77868,0.22049
2275,0.96357,1.6709,0.41362,-1.5121
2276,0.96357,0.16209,0.76075,0.023479
2277,0.96357,0.31207,0.75178,-0.12917
2278,0.96357,-0.18145,0.85426,0.37313
2279,0.96357,-0.14556,0.85938,0.3366
2280,0.96357,0.32873,0.76587,-0.14613
2281,0.96357,0.84277,0.65827,-0.66931
2282,0.96357,0.078769,0.80046,0.10828
2283,0.96357,0.61203,0.7172,-0.43446
2284,0.96357,0.36847,0.75691,-0.18657
2285,0.96357,0.21849,0.7838,-0.033927
2286,0.96357,0.17876,0.78765,0.0065184
2287,0.96357,0.062105,0.80558,0.12524
2288,0.96357,0.23516,0.75691,-0.050888
2289,0.96357,-0.22247,0.86835,0.41488
2290,0.96357,-0.32246,0.9119,0.51665
2291,0.96357,0.12492,0.82736,0.061315
2292,0.96357,0.14158,0.82351,0.044354
2293,0.96357,-0.57242,0.98747,0.77106
2294,0.96357,-0.089157,0.92086,0.2792
2295,0.96357,0.16209,0.88115,0.023479
2296,0.96357,0.42487,0.82736,-0.24398
2297,0.96357,0.02493,0.90805,0.16308
2298,0.96357,0.29156,0.85041,-0.10829
2299,0.96357,-0.18145,0.92599,0.37313
2300,0.96357,-0.33912,0.94776,0.53361
2301,0.96357,0.041595,0.86835,0.14612
2302,0.96357,0.29156,0.7838,-0.10829
2303,0.96357,0.062105,0.80046,0.12524
2304,0.96357,0.25567,0.74794,-0.071763
2305,0.96357,0.041595,0.74282,0.14612
2306,0.96357,0.062105,0.73001,0.12524
2307,0.96357,0.99274,0.53915,-0.82196
2308,0.96357,0.5928,0.58782,-0.41489
2309,0.96357,0.17876,0.6634,0.0065184
2310,0.96357,-0.014808,0.69414,0.20353
2311,0.96357,0.25567,0.60063,-0.071763
2312,0.96357,-0.23914,0.68133,0.43185
2313,0.96357,0.55563,0.48023,-0.37706
2314,0.96357,0.34924,0.51225,-0.167
2315,0.96357,0.041595,0.52122,0.14612
2316,0.96357,0.36847,0.43668,-0.18657
2317,0.96357,0.36847,0.388,-0.18657
2318,0.96357,0.53512,0.31627,-0.35618
2319,0.96357,1.6311,0.040871,-1.4717
2320,0.96357,0.47871,0.21892,-0.29878
2321,0.96357,0.72868,0.15231,-0.55319
2322,0.96357,0.10441,0.2535,0.08219
2323,0.96357,0.5928,0.12029,-0.41489
2324,0.96357,0.44282,0.12029,-0.26225
2325,0.96357,0.21849,0.10748,-0.033927
2326,0.96357,0.84277,-0.088502,-0.66931
2327,0.96357,0.062105,0.044713,0.12524
2328,0.96357,0.65561,-0.13333,-0.47882
2329,0.96357,0.46205,-0.13718,-0.28182
2330,0.96357,0.78636,-0.25758,-0.6119
2331,0.96357,0.55563,-0.26655,-0.37706
2332,0.96357,0.38514,-0.32035,-0.20354
2333,0.96357,-0.22247,-0.19482,0.41488
2334,0.96357,1.4068,-0.59575,-1.2434
2335,0.96357,0.42487,-0.4446,-0.24398
2336,0.96357,0.10441,-0.4177,0.08219
2337,0.96357,0.34924,-0.4715,-0.167
2338,0.96357,0.29156,-0.48815,-0.10829
2339,0.96357,0.44282,-0.55604,-0.26225
2340,0.96357,0.12492,-0.52402,0.061315
2341,0.96357,0.46205,-0.61752,-0.28182
2342,0.96357,0.32873,-0.63161,-0.14613
2343,0.96357,0.47871,-0.70206,-0.29878
2344,0.96357,0.69279,-0.80069,-0.51666
2345,0.96357,-0.4327,-0.58678,0.62885
2346,0.96357,0.29156,-0.74177,-0.10829
2347,0.96357,-0.41603,-0.65723,0.61189
2348,0.96357,0.078769,-0.75586,0.10828
2349,0.96357,0.12492,-0.78276,0.061315
2350,0.96357,0.89917,-0.99539,-0.72671
2351,0.96357,-0.32246,-0.75586,0.51665
2352,0.96357,0.23516,-0.90189,-0.050888
2353,0.96357,0.23516,-0.95184,-0.050888
2354,0.96357,0.40565,-1.0223,-0.22441
2355,0.96357,0.99274,-1.2042,-0.82196
2356,0.96357,0.62869,-1.1734,-0.45143
2357,0.96357,0.12492,-1.053,0.061315
2358,0.96357,0.29156,-1.0761,-0.10829
2359,0.96357,-0.16479,-0.97746,0.35617
2360,0.96357,0.10441,-1.0223,0.08219
2361,0.96357,0.12492,-1.0274,0.061315
2362,0.96357,0.42487,-1.1068,-0.24398
2363,0.96357,-0.20196,-0.9685,0.39401
2364,0.96357,-0.10838,-0.99155,0.29877
2365,0.96357,0.10441,-1.062,0.08219
2366,0.96357,0.62869,-1.1696,-0.45143
2367,0.96357,0.34924,-1.1337,-0.167
2368,0.96357,0.14158,-1.1068,0.044354
2369,0.96357,0.46205,-1.1786,-0.28182
2370,0.96357,-0.28272,-1.0402,0.4762
2371,0.96357,-0.53268,-1.0185,0.73062
2372,0.96357,0.2749,-1.1875,-0.091333
2373,0.96357,0.062105,-1.1517,0.12524
2374,0.96357,0.041595,-1.1376,0.14612
2375,0.96357,0.14158,-1.1286,0.044354
2376,0.96357,0.10441,-1.1427,0.08219
2377,0.96357,0.23516,-1.1965,-0.050888
2378,0.96357,0.62869,-1.3067,-0.45143
2379,0.96357,0.16209,-1.2452,0.023479
2380,0.96357,0.57614,-1.3566,-0.39793
2381,0.96357,0.21849,-1.2759,-0.033927
2382,0.96357,0.14158,-1.2721,0.044354
2383,0.96357,0.36847,-1.3156,-0.18657
2384,0.96357,0.16209,-1.2938,0.023479
2385,0.96357,-0.41603,-1.1517,0.61189
2386,0.96357,-0.41603,-1.1337,0.61189
2387,0.96357,-0.051982,-1.2003,0.24136
2388,0.96357,-0.12505,-1.1645,0.31573
2389,0.96357,0.17876,-1.2183,0.0065184
2390,0.96357,-0.39552,-1.0761,0.59102
2391,0.96357,0.10441,-1.1376,0.08219
2392,0.96357,0.10441,-1.1068,0.08219
2393,0.96357,-0.051982,-1.0313,0.24136
2394,0.96357,0.46205,-1.112,-0.28182
2395,0.96357,-0.39552,-0.88395,0.59102
2396,0.96357,0.87994,-1.1286,-0.70714
2397,0.96357,-0.072492,-0.88395,0.26224
2398,0.96357,-0.39552,-0.72384,0.59102
2399,0.96357,-0.32246,-0.66235,0.51665
2400,0.96357,-0.23914,-0.63546,0.43185
2401,0.96357,-0.23914,-0.55091,0.43185
2402,0.96357,-0.32246,-0.50224,0.51665
2403,0.96357,-0.22247,-0.4715,0.41488
2404,0.96357,-0.20196,-0.40873,0.39401
2405,0.96357,-0.33912,-0.29729,0.53361
2406,0.96357,-0.68266,-0.18585,0.88327
2407,0.96357,-0.23914,-0.19994,0.43185
2408,0.96357,-0.089157,-0.16792,0.2792
2409,0.96357,-0.23914,-0.088502,0.43185
2410,0.96357,-0.47244,0.040871,0.6693
2411,0.96357,-0.45193,0.13438,0.64842
2412,0.96357,0.16209,0.089546,0.023479
2413,0.96357,-0.50961,0.29834,0.70713
2414,0.96357,-0.58909,0.40978,0.78802
2415,0.96357,-0.32246,0.44948,0.51665
2416,0.96357,-0.50961,0.57373,0.70713
2417,0.96357,-0.089157,0.54812,0.2792
2418,0.96357,-0.20196,0.62369,0.39401
2419,0.96357,-0.16479,0.68517,0.35617
2420,0.96357,0.041595,0.70311,0.14612
2421,0.96357,0.46205,0.65827,-0.28182
2422,0.96357,-0.12505,0.80942,0.31573
2423,0.96357,-0.12505,0.85938,0.31573
2424,0.96357,-0.55319,0.95673,0.75149
2425,0.96357,-0.051982,0.89396,0.24136
2426,0.96357,-0.32246,0.96954,0.51665
2427,0.96357,-0.35835,1.0195,0.55318
2428,0.96357,-0.58909,1.1168,0.78802
2429,0.96357,0.25567,0.9785,-0.071763
2430,0.96357,-0.14556,1.072,0.3366
2431,0.96357,0.062105,1.0771,0.12524
2432,0.96357,-0.26606,1.1527,0.45924
2433,0.96357,-0.53268,1.2462,0.73062
2434,0.96357,0.16209,1.1207,0.023479
2435,0.96357,0.19798,1.1079,-0.013052
2436,0.96357,0.0044202,1.1796,0.18396
2437,0.96357,-0.30195,1.2731,0.49578
2438,0.96357,0.87994,1.0374,-0.70714
2439,0.96357,0.14158,1.1924,0.044354
2440,0.96357,0.21849,1.1975,-0.033927
2441,0.96357,0.99274,1.0451,-0.82196
2442,0.96357,0.078769,1.2373,0.10828
2443,0.96357,0.16209,1.2193,0.023479
2444,0.96357,-0.41603,1.3705,0.61189
2445,0.96357,0.12492,1.2462,0.061315
2446,0.96357,0.23516,1.2321,-0.050888
2447,0.96357,0.29156,1.2142,-0.10829
2448,0.96357,1.9644,0.85426,-1.8109
2449,0.96357,0.29156,1.2052,-0.10829
2450,0.96357,-0.031472,1.2552,0.22049
2451,0.96357,0.02493,1.259,0.16308
2452,0.96357,0.19798,1.2193,-0.013052
2453,0.96357,-0.12505,1.2552,0.31573
2454,0.96357,-0.14556,1.259,0.3366
2455,0.96357,-0.072492,1.2731,0.26224
2456,0.96357,-0.051982,1.2808,0.24136
2457,0.96357,0.21849,1.2411,-0.033927
2458,0.96357,-0.6096,1.4499,0.8089
2459,0.96357,0.34924,1.268,-0.167
2460,0.96357,0.17876,1.2859,0.0065184
2461,0.96357,0.2749,1.2501,-0.091333
2462,0.96357,0.25567,1.2232,-0.071763
2463,0.96357,-0.089157,1.277,0.2792
2464,0.96357,-0.18145,1.277,0.37313
2465,0.96357,0.44282,1.0899,-0.26225
2466,0.96357,0.91968,0.97466,-0.74759
2467,0.96357,0.53512,1.0105,-0.35618
2468,0.96357,0.51845,0.98747,-0.33922
2469,0.96357,-0.12505,1.0861,0.31573
2470,0.96357,0.67612,0.89396,-0.4997
2471,0.96357,0.69279,0.83248,-0.51666
2472,0.96357,0.44282,0.84529,-0.26225
2473,0.96357,0.53512,0.81455,-0.35618
2474,0.96357,0.53512,0.7838,-0.35618
2475,0.96357,0.40565,0.79661,-0.22441
2476,0.96357,0.25567,0.78765,-0.071763
2477,0.96357,0.21849,0.76587,-0.033927
2478,0.96357,0.65561,0.6365,-0.47882
2479,0.96357,0.46205,0.6365,-0.28182
2480,0.96357,0.14158,0.64931,0.044354
2481,0.96357,0.21849,0.59679,-0.033927
2482,0.96357,0.53512,0.49432,-0.35618
2483,0.96357,0.46205,0.46357,-0.28182
2484,0.96357,-0.35835,0.52506,0.55318
2485,0.96357,0.42487,0.40081,-0.24398
2486,0.96357,0.21849,0.41362,-0.033927
2487,0.96357,-0.089157,0.45845,0.2792
2488,0.96357,0.16209,0.39184,0.023479
2489,0.96357,0.99274,0.17409,-0.82196
2490,0.96357,0.16209,0.32908,0.023479
2491,0.96357,-0.26606,0.39184,0.45924
2492,0.96357,0.61203,0.19202,-0.43446
2493,0.96357,-0.051982,0.28937,0.24136
2494,0.96357,0.14158,0.20483,0.044354
2495,0.96357,-0.072492,0.21379,0.26224
2496,0.96357,-0.45193,0.27144,0.64842
2497,0.96357,0.10441,0.21892,0.08219
2498,0.96357,-0.031472,0.19586,0.22049
2499,0.96357,0.65561,0.05368,-0.47882
2500,0.96357,1.3299,-0.11924,-1.1651
2501,0.96357,0.16209,0.062646,0.023479
2502,0.96357,0.36847,-0.0001189,-0.18657
2503,0.96357,-0.051982,0.05368,0.24136
2504,0.96357,2.0208,-0.44844,-1.8683
2505,0.96357,0.62869,-0.19482,-0.45143
2506,0.96357,0.38514,-0.19098,-0.20354
2507,0.96357,-0.14556,-0.1423,0.3366
2508,0.96357,0.19798,-0.22172,-0.013052
2509,0.96357,0.078769,-0.24349,0.10828
2510,0.96357,0.12492,-0.30626,0.061315
2511,0.96357,0.21849,-0.32035,-0.033927
2512,0.96357,0.55563,-0.4446,-0.37706
2513,0.96357,-1.7748,0.3073,1.9949
2514,0.96357,-4.2578,0.99644,4.522
2515,0.96357,-2.1684,0.82736,2.3954
2516,0.96357,-2.7426,1.1168,2.9799
2517,0.96357,-0.32246,0.78765,0.51665
2518,0.96357,2.1516,0.32908,-2.0014
2519,0.96357,0.44282,0.74794,-0.26225
2520,0.96357,1.908,0.44948,-1.7535
2521,0.96357,1.6311,0.47254,-1.4717
2522,0.96357,0.38514,0.81455,-0.20354
2523,0.96357,-0.089157,0.87731,0.2792
2524,0.96357,0.041595,0.84145,0.14612
2525,0.96357,0.95685,0.61472,-0.78543
2526,0.96357,0.47871,0.70311,-0.29878
2527,0.96357,0.10441,0.77484,0.08219
2528,0.96357,0.55563,0.67621,-0.37706
2529,0.96357,0.16209,0.73897,0.023479
2530,0.96357,0.23516,0.73385,-0.050888
2531,0.96357,0.21849,0.73001,-0.033927
2532,0.96357,1.0697,0.52122,-0.90024
2533,0.96357,0.36847,0.65443,-0.18657
2534,0.96357,0.86328,0.54299,-0.69018
2535,0.96357,0.25567,0.64547,-0.071763
2536,0.96357,0.38514,0.60063,-0.20354
2537,0.96357,0.14158,0.6365,0.044354
2538,0.96357,0.44282,0.53403,-0.26225
2539,0.96357,0.38514,0.56989,-0.20354
2540,0.96357,-0.22247,0.67621,0.41488
2541,0.96357,0.02493,0.60576,0.16308
2542,0.96357,-0.014808,0.61472,0.20353
2543,0.96357,0.80559,0.43155,-0.63147
2544,0.96357,-0.35835,0.69926,0.55318
2545,0.96357,0.14158,0.60576,0.044354
2546,0.96357,0.12492,0.5827,0.061315
2547,0.96357,-0.12505,0.65827,0.31573
2548,0.96357,0.2749,0.60063,-0.091333
2549,0.96357,0.25567,0.60063,-0.071763
2550,0.96357,0.21849,0.56092,-0.033927
2551,0.96357,0.46205,0.52506,-0.28182
2552,0.96357,0.53512,0.53403,-0.35618
2553,0.96357,0.31207,0.55196,-0.12917
2554,0.96357,0.23516,0.56477,-0.050888
2555,0.96357,-0.3763,0.69414,0.57145
2556,0.96357,-0.10838,0.67621,0.29877
2557,0.96357,0.02493,0.67621,0.16308
2558,0.96357,0.32873,0.6096,-0.14613
2559,0.96357,0.21849,0.6365,-0.033927
2560,0.96357,0.44282,0.55196,-0.26225
2561,0.96357,0.44282,0.52506,-0.26225
2562,0.96357,0.34924,0.51225,-0.167
2563,0.96357,0.23516,0.53915,-0.050888
2564,0.96357,0.2749,0.51609,-0.091333
2565,0.96357,0.29156,0.50713,-0.10829
2566,0.96357,-0.47244,0.70311,0.6693
2567,0.96357,-0.32246,0.70823,0.51665
2568,0.96357,0.0044202,0.6634,0.18396
2569,0.96357,0.12492,0.6634,0.061315
2570,0.96357,0.0044202,0.69926,0.18396
2571,0.96357,0.0044202,0.71207,0.18396
2572,0.96357,-0.30195,0.81455,0.49578
2573,0.96357,0.12492,0.74794,0.061315
2574,0.96357,0.31207,0.71207,-0.12917
2575,0.96357,-0.051982,0.81455,0.24136
2576,0.96357,-0.072492,0.83248,0.26224
2577,0.96357,0.2749,0.77868,-0.091333
2578,0.96357,0.16209,0.82351,0.023479
2579,0.96357,-0.10838,0.89012,0.29877
2580,0.96357,-0.28272,0.94776,0.4762
2581,0.96357,-0.35835,1.0105,0.55318
2582,0.96357,-0.22247,1.0374,0.41488
2583,0.96357,-0.4891,1.1527,0.68626
2584,0.96357,-0.83905,1.2641,1.0424
2585,0.96357,-0.7224,1.2987,0.92371
2586,0.96357,-0.28272,1.2898,0.4762
2587,0.96357,0.14158,1.2987,0.044354
2588,0.96357,-0.16479,1.3833,0.35617
2589,0.96357,-0.70317,1.5485,0.90414
2590,0.96357,-0.089157,1.4819,0.2792
2591,0.96357,-0.014808,1.5216,0.20353
2592,0.96357,-0.22247,1.5664,0.41488
2593,0.96357,0.12492,1.5178,0.061315
2594,0.96357,-0.47244,1.6856,0.6693
