Time,PV
1673,-1.2896
1674,-1.5716
1675,-1.8605
1676,-1.5716
1677,-1.8605
1678,-1.8605
1679,-1.5716
1680,-1.2896
1681,-1.5716
1682,-1.2896
1683,-1.2896
1684,-1.2896
1685,-1.2896
1686,-1.2896
1687,-1.2896
1688,-1.2896
1689,-1.2896
1690,-1.0007
1691,-1.0007
1692,-1.0007
1693,-1.2896
1694,-1.0007
1695,-1.0007
1696,-1.2896
1697,-1.2896
1698,-1.0007
1699,-1.2896
1700,-1.0007
1701,-1.2896
1702,-1.2896
1703,-1.5716
1704,-1.5716
1705,-1.2896
1706,-1.2896
1707,-1.2896
1708,-1.2896
1709,-1.2896
1710,-1.2896
1711,-1.0007
1712,-1.2896
1713,-1.2896
1714,-1.0007
1715,-1.2896
1716,-1.2896
1717,-1.2896
1718,-1.2896
1719,-1.0007
1720,-1.0007
1721,-1.2896
1722,-1.5716
1723,-1.5716
1724,-1.2896
1725,-1.5716
1726,-1.2896
1727,-1.5716
1728,-1.5716
1729,-1.5716
1730,-1.5716
1731,-1.5716
1732,-1.5716
1733,-1.8605
1734,-1.5716
1735,-1.5716
1736,-1.5716
1737,-1.5716
1738,-1.2896
1739,-1.5716
1740,-1.2896
1741,-1.0007
1742,-1.5716
1743,-1.2896
1744,-1.0007
1745,-1.2896
1746,-1.2896
1747,-1.0007
1748,-1.2896
1749,-1.0007
1750,-1.2896
1751,-1.2896
1752,-1.2896
1753,-1.0007
1754,-1.0007
1755,-1.0007
1756,-1.0007
1757,-1.0007
1758,-1.0007
1759,-1.0007
1760,-0.71178
1761,-1.2896
1762,-1.0007
1763,-0.71178
1764,-0.71178
1765,-1.0007
1766,-1.0007
1767,-0.71178
1768,-1.0007
1769,-0.71178
1770,-1.0007
1771,-1.2896
1772,-1.2896
1773,-1.2896
1774,-1.0007
1775,-1.5716
1776,-1.2896
1777,-1.2896
1778,-1.2896
1779,-1.2896
1780,-1.0007
1781,-1.2896
1782,-1.0007
1783,-1.2896
1784,-1.0007
1785,-1.0007
1786,-1.0007
1787,-1.0007
1788,-0.71178
1789,-1.0007
1790,-1.2896
1791,-0.71178
1792,-1.0007
1793,-1.0007
1794,-1.2896
1795,-0.71178
1796,-1.0007
1797,-1.0007
1798,-0.71178
1799,-1.2896
1800,-1.0007
1801,-1.2896
1802,-1.2896
1803,-1.2896
1804,-1.2896
1805,-1.2896
1806,-1.5716
1807,-1.5716
1808,-1.2896
1809,-1.2896
1810,-1.2896
1811,-1.2896
1812,-1.0007
1813,-1.0007
1814,-1.0007
1815,-1.0007
1816,-1.0007
1817,-1.0007
1818,-1.0007
1819,-1.2896
1820,-0.71178
1821,-1.0007
1822,-1.2896
1823,-1.2896
1824,-1.2896
1825,-1.0007
1826,-1.0007
1827,-1.0007
1828,-1.0007
1829,-0.71178
1830,-1.0007
1831,-1.0007
1832,-1.0007
1833,-0.71178
1834,-0.71178
1835,-0.42975
1836,-0.42975
1837,-0.71178
1838,-0.71178
1839,-1.0007
1840,-1.0007
1841,-1.0007
1842,-1.0007
1843,-1.0007
1844,-0.71178
1845,-0.71178
1846,-0.71178
1847,-0.71178
1848,-0.71178
1849,-0.42975
1850,-0.42975
1851,-0.42975
1852,-0.42975
1853,-0.71178
1854,-0.71178
1855,-0.71178
1856,-0.71178
1857,-0.71178
1858,-0.71178
1859,-0.71178
1860,-0.71178
1861,-0.71178
1862,-0.71178
1863,-0.71178
1864,-0.71178
1865,-1.0007
1866,-1.0007
1867,-0.71178
1868,-0.71178
1869,-0.71178
1870,-0.71178
1871,-0.71178
1872,-1.0007
1873,-1.0007
1874,-0.71178
1875,-1.0007
1876,-1.0007
1877,-1.2896
1878,-1.2896
1879,-1.5716
1880,-1.2896
1881,-1.2896
1882,-1.2896
1883,-1.2896
1884,-1.2896
1885,-1.2896
1886,-1.0007
1887,-1.0007
1888,-1.0007
1889,-1.0007
1890,-1.0007
1891,-0.71178
1892,-0.71178
1893,-1.0007
1894,-1.0007
1895,-0.71178
1896,-1.0007
1897,-1.0007
1898,-1.0007
1899,-1.0007
1900,-0.71178
1901,-0.71178
1902,-0.71178
1903,-0.71178
1904,-1.2896
1905,-0.71178
1906,-1.0007
1907,-1.2896
1908,-1.2896
1909,-1.5716
1910,-1.5716
1911,-1.5716
1912,-1.8605
1913,-2.1495
1914,-1.8605
1915,-2.1495
1916,-1.8605
1917,-1.8605
1918,-1.8605
1919,-2.1495
1920,-2.1495
1921,-1.8605
1922,-1.5716
1923,-1.5716
1924,-1.5716
1925,-1.5716
1926,-1.2896
1927,-1.5716
1928,-1.5716
1929,-1.5716
1930,-1.2896
1931,-1.8605
1932,-1.5716
1933,-1.8605
1934,-1.8605
1935,-1.5716
1936,-1.5716
1937,-1.5716
1938,-1.0007
1939,-1.2896
1940,-1.5716
1941,-1.2896
1942,-1.2896
1943,-1.5716
1944,-1.2896
1945,-1.5716
1946,-1.8605
1947,-1.5716
1948,-1.5716
1949,-1.2896
1950,-1.8605
1951,-1.8605
1952,-1.8605
1953,-1.8605
1954,-1.5716
1955,-1.5716
1956,-1.5716
1957,-1.5716
1958,-1.5716
1959,-1.5716
1960,-1.8605
1961,-1.5716
1962,-1.5716
1963,-1.2896
1964,-1.8605
1965,-1.5716
1966,-1.5716
1967,-1.5716
1968,-2.1495
1969,-1.5716
1970,-2.1495
1971,-1.5716
1972,-1.8605
1973,-1.8605
1974,-1.5716
1975,-1.2896
1976,-1.2896
1977,-1.5716
1978,-1.8605
1979,-1.8605
1980,-1.8605
1981,-1.8605
1982,-2.1495
1983,-2.1495
1984,-2.1495
1985,-2.4315
1986,-2.1495
1987,-2.4315
1988,-2.1495
1989,-1.8605
1990,-2.1495
1991,-2.4315
1992,-1.8605
1993,-1.8605
1994,-2.1495
1995,-1.8605
1996,-2.1495
1997,-2.1495
1998,-2.4315
1999,-2.1495
2000,-2.4315
2001,-2.1495
2002,-2.4315
2003,-2.4315
2004,-2.1495
2005,-2.4315
2006,-2.1495
2007,-2.1495
2008,-2.1495
2009,-1.8605
2010,-2.1495
2011,-2.1495
2012,-2.4315
2013,-2.1495
2014,-2.4315
2015,-2.1495
2016,-2.1495
2017,-2.4315
2018,-2.1495
2019,-2.4315
2020,-2.4315
2021,-2.4315
2022,-2.4315
2023,-2.1495
2024,-2.4315
2025,-2.1495
2026,-1.8605
2027,-1.8605
2028,-1.8605
2029,-1.8605
2030,-2.1495
2031,-2.1495
2032,-2.1495
2033,-2.1495
2034,-2.4315
2035,-2.4315
2036,-2.1495
2037,-2.1495
2038,-2.1495
2039,-2.1495
2040,-2.1495
2041,-2.1495
2042,-2.1495
2043,-2.1495
2044,-2.4315
2045,-1.8605
2046,-1.8605
2047,-1.8605
2048,-2.1495
2049,-2.4315
2050,-2.1495
2051,-2.1495
2052,-2.1495
2053,-1.8605
2054,-2.1495
2055,-2.1495
2056,-2.1495
2057,-2.1495
2058,-2.1495
2059,-2.1495
2060,-2.1495
2061,-1.8605
2062,-1.8605
2063,-1.5716
2064,-1.5716
2065,-1.8605
2066,-1.8605
2067,-2.4315
2068,-2.4315
2069,-2.1495
2070,-2.1495
2071,-2.1495
2072,-1.8605
2073,-1.8605
2074,-1.8605
2075,-2.1495
2076,-1.5716
2077,-1.5716
2078,-1.5716
2079,-1.2896
2080,-1.5716
2081,-1.5716
2082,-1.5716
2083,-1.5716
2084,-1.5716
2085,-1.5716
2086,-1.2896
2087,-1.8605
2088,-1.8605
2089,-1.5716
2090,-1.5716
2091,-1.5716
2092,-1.5716
2093,-1.5716
2094,-1.2896
2095,-1.0007
2096,-1.2896
2097,-1.2896
2098,-1.2896
2099,-1.2896
2100,-1.2896
2101,-1.2896
2102,-1.2896
2103,-1.5716
2104,-1.8605
2105,-1.5716
2106,-1.5716
2107,-1.2896
2108,-1.2896
2109,-1.2896
2110,-1.2896
2111,-1.2896
2112,-1.0007
2113,-1.0007
2114,-1.2896
2115,-1.0007
2116,-1.2896
2117,-1.2896
2118,-1.2896
2119,-1.0007
2120,-1.2896
2121,-1.0007
2122,-1.0007
2123,-1.2896
2124,-1.0007
2125,-1.0007
2126,-1.2896
2127,-1.2896
2128,-1.5716
2129,-1.0007
2130,-1.0007
2131,-0.71178
2132,-1.0007
2133,-1.0007
2134,-1.2896
2135,-1.2896
2136,-1.2896
2137,-1.2896
2138,-1.0007
2139,-1.0007
2140,-1.2896
2141,-1.2896
2142,-1.2896
2143,-1.0007
2144,-1.2896
2145,-1.0007
2146,-1.0007
2147,-1.0007
2148,-1.0007
2149,-1.0007
2150,-1.0007
2151,-1.0007
2152,-1.5716
2153,-1.2896
2154,-1.2896
2155,-1.2896
2156,-1.2896
2157,-1.0007
2158,-1.2896
2159,-1.2896
2160,-1.0007
2161,-1.2896
2162,-1.2896
2163,-1.2896
2164,-1.2896
2165,-1.2896
2166,-1.2896
2167,-1.5716
2168,-1.2896
2169,-1.0007
2170,-1.2896
2171,-1.2896
2172,-1.0007
2173,-1.2896
2174,-1.2896
2175,-1.2896
2176,-1.5716
2177,-1.5716
2178,-1.8605
2179,-1.8605
2180,-2.1495
2181,-1.8605
2182,-1.8605
2183,-1.8605
2184,-1.5716
2185,-1.5716
2186,-1.5716
2187,-1.5716
2188,-1.5716
2189,-1.5716
2190,-1.8605
2191,-1.8605
2192,-1.8605
2193,-1.8605
2194,-1.8605
2195,-1.8605
2196,-1.8605
2197,-1.5716
2198,-1.5716
2199,-1.2896
2200,-1.2896
2201,-1.2896
2202,-1.2896
2203,-1.2896
2204,-1.0007
2205,-1.2896
2206,-1.2896
2207,-1.8605
2208,-1.2896
2209,-1.5716
2210,-1.2896
2211,-1.8605
2212,-1.5716
2213,-1.5716
2214,-1.5716
2215,-1.5716
2216,-1.5716
2217,-1.5716
2218,-1.2896
2219,-1.2896
2220,-1.2896
2221,-1.5716
2222,-1.5716
2223,-1.5716
2224,-1.8605
2225,-1.5716
2226,-1.5716
2227,-1.8605
2228,-1.2896
2229,-1.8605
2230,-1.5716
2231,-1.8605
2232,-1.8605
2233,-1.8605
2234,-1.8605
2235,-1.8605
2236,-1.8605
2237,-1.5716
2238,-1.5716
2239,-1.5716
2240,-1.8605
2241,-1.8605
2242,-1.8605
2243,-1.8605
2244,-2.1495
2245,-1.8605
2246,-1.8605
2247,-1.5716
2248,-1.5716
2249,-1.8605
2250,-2.1495
2251,-1.8605
2252,-1.5716
2253,-1.5716
2254,-1.5716
2255,-1.5716
2256,-1.5716
2257,-1.0007
2258,-1.2896
2259,-1.2896
2260,-1.5716
2261,-1.5716
2262,-1.5716
2263,-1.8605
2264,-1.8605
2265,-1.8605
2266,-1.8605
2267,-1.8605
2268,-1.8605
2269,-1.5716
2270,-1.5716
2271,-1.8605
2272,-1.5716
2273,-1.5716
2274,-1.5716
2275,-1.8605
2276,-1.5716
2277,-1.8605
2278,-2.1495
2279,-1.8605
2280,-2.1495
2281,-2.1495
2282,-2.1495
2283,-1.5716
2284,-1.8605
2285,-1.8605
2286,-1.8605
2287,-1.8605
2288,-1.8605
2289,-1.8605
2290,-1.5716
2291,-1.8605
2292,-1.5716
2293,-2.1495
2294,-2.1495
2295,-1.8605
2296,-1.8605
2297,-2.1495
2298,-2.4315
2299,-1.8605
2300,-2.1495
2301,-1.8605
2302,-1.8605
2303,-2.1495
2304,-2.1495
2305,-2.1495
2306,-1.5716
2307,-2.1495
2308,-2.1495
2309,-2.1495
2310,-1.8605
2311,-2.4315
2312,-2.4315
2313,-2.1495
2314,-2.4315
2315,-2.4315
2316,-2.7204
2317,-2.7204
2318,-2.7204
2319,-2.4315
2320,-2.4315
2321,-2.4315
2322,-2.4315
2323,-2.4315
2324,-2.1495
2325,-1.8605
2326,-1.8605
2327,-2.1495
2328,-1.8605
2329,-1.5716
2330,-2.1495
2331,-2.1495
2332,-1.8605
2333,-2.1495
2334,-2.1495
2335,-2.1495
2336,-2.1495
2337,-2.1495
2338,-2.4315
2339,-2.1495
2340,-1.8605
2341,-1.8605
2342,-2.4315
2343,-2.1495
2344,-2.1495
2345,-2.1495
2346,-2.1495
2347,-2.1495
2348,-2.1495
2349,-1.8605
2350,-2.1495
2351,-2.1495
2352,-2.1495
2353,-2.1495
2354,-2.1495
2355,-2.1495
2356,-2.1495
2357,-1.8605
2358,-2.1495
2359,-2.1495
2360,-1.5716
2361,-2.1495
2362,-1.8605
2363,-1.8605
2364,-1.8605
2365,-1.8605
2366,-2.1495
2367,-2.1495
2368,-2.4315
2369,-2.1495
2370,-2.1495
2371,-2.1495
2372,-2.1495
2373,-2.1495
2374,-2.1495
2375,-2.1495
2376,-1.8605
2377,-1.8605
2378,-1.8605
2379,-1.8605
2380,-1.8605
2381,-1.8605
2382,-1.8605
2383,-1.8605
2384,-1.8605
2385,-1.8605
2386,-1.8605
2387,-1.8605
2388,-1.8605
2389,-1.8605
2390,-1.8605
2391,-1.8605
2392,-1.8605
2393,-1.8605
2394,-1.8605
2395,-1.8605
2396,-1.5716
2397,-1.5716
2398,-1.2896
2399,-1.2896
2400,-1.2896
2401,-1.2896
2402,-1.5716
2403,-2.1495
2404,-1.8605
2405,-1.5716
2406,-2.1495
2407,-2.1495
2408,-1.8605
2409,-1.8605
2410,-1.5716
2411,-1.2896
2412,-1.5716
2413,-1.2896
2414,-1.2896
2415,-1.2896
2416,-1.2896
2417,-1.2896
2418,-1.5716
2419,-1.5716
2420,-1.2896
2421,-1.5716
2422,-2.1495
2423,-1.8605
2424,-1.8605
2425,-1.5716
2426,-1.2896
2427,-1.2896
2428,-1.2896
2429,-1.5716
2430,-1.2896
2431,-1.2896
2432,-1.2896
2433,-1.2896
2434,-1.2896
2435,-1.2896
2436,-1.5716
2437,-1.5716
2438,-1.8605
2439,-1.2896
2440,-1.5716
2441,-1.5716
2442,-1.5716
2443,-1.5716
2444,-1.2896
2445,-1.2896
2446,-1.8605
2447,-1.2896
2448,-1.2896
2449,-1.2896
2450,-1.0007
2451,-1.0007
2452,-1.0007
2453,-1.0007
2454,-1.0007
2455,-1.2896
2456,-1.2896
2457,-1.2896
2458,-1.2896
2459,-1.0007
2460,-0.71178
2461,-1.0007
2462,-0.71178
2463,-1.0007
2464,-1.0007
2465,-0.71178
2466,-0.71178
2467,-0.71178
2468,-0.71178
2469,-0.71178
2470,-0.71178
2471,-0.71178
2472,-1.0007
2473,-1.0007
2474,-0.71178
2475,-0.71178
2476,-1.0007
2477,-1.2896
2478,-1.0007
2479,-1.0007
2480,-1.0007
2481,-1.0007
2482,-0.71178
2483,-0.71178
2484,-0.71178
2485,-1.0007
2486,-0.71178
2487,-1.0007
2488,-1.0007
2489,-0.71178
2490,-1.0007
2491,-0.71178
2492,-1.0007
2493,-1.0007
2494,-1.0007
2495,-1.0007
2496,-1.2896
2497,-1.0007
2498,-1.2896
2499,-1.0007
2500,-1.0007
2501,-1.2896
2502,-1.2896
2503,-0.71178
2504,-1.0007
2505,-0.71178
2506,-0.71178
2507,-0.71178
2508,-1.0007
2509,-0.71178
2510,-0.71178
2511,-1.0007
2512,-1.0007
2513,-1.0007
2514,-1.0007
2515,-1.0007
2516,-0.71178
2517,-1.0007
2518,-1.0007
2519,-0.71178
2520,-0.71178
2521,-0.71178
2522,-1.0007
2523,-1.0007
2524,-1.0007
2525,-1.0007
2526,-0.71178
2527,-1.0007
2528,-0.71178
2529,-1.0007
2530,-1.0007
2531,-1.0007
2532,-1.0007
2533,-1.0007
2534,-1.0007
2535,-1.0007
2536,-0.71178
2537,-1.0007
2538,-1.0007
2539,-1.0007
2540,-0.71178
2541,-1.0007
2542,-1.0007
2543,-1.2896
2544,-1.0007
2545,-1.0007
2546,-1.0007
2547,-1.2896
2548,-1.2896
2549,-1.2896
2550,-1.2896
2551,-1.2896
2552,-1.0007
2553,-1.2896
2554,-1.2896
2555,-1.0007
2556,-1.2896
2557,-1.0007
2558,-1.0007
2559,-1.0007
2560,-1.0007
2561,-1.2896
2562,-1.0007
2563,-1.2896
2564,-1.2896
2565,-1.0007
2566,-1.0007
2567,-1.0007
2568,-1.0007
2569,-1.2896
2570,-1.0007
2571,-1.2896
2572,-1.0007
2573,-1.0007
2574,-0.71178
2575,-0.71178
2576,-1.0007
2577,-1.0007
2578,-1.0007
2579,-1.0007
2580,-1.2896
2581,-1.0007
2582,-1.0007
2583,-1.5716
2584,-1.2896
2585,-1.2896
2586,-1.2896
2587,-1.0007
2588,-1.0007
2589,-1.0007
2590,-1.0007
2591,-1.2896
2592,-1.0007
2593,-1.0007
2594,-1.0007
2595,-1.2896
2596,-1.0007
2597,-1.5716
2598,-1.2896
2599,-1.5716
2600,-1.8605
2601,-1.2896
2602,-1.2896
2603,-1.2896
2604,-1.2896
2605,-1.5716
2606,-1.0007
2607,-1.0007
2608,-1.0007
2609,-1.0007
2610,-1.0007
2611,-1.0007
2612,-1.0007
2613,-1.0007
2614,-1.0007
2615,-1.2896
2616,-0.71178
2617,-1.2896
2618,-1.0007
2619,-1.0007
2620,-1.0007
2621,-1.0007
2622,-1.0007
2623,-1.2896
2624,-1.0007
2625,-1.0007
2626,-0.71178
2627,-1.0007
2628,-0.71178
2629,-1.2896
2630,-1.0007
2631,-1.0007
2632,-1.2896
2633,-1.0007
2634,-1.5716
2635,-1.5716
2636,-1.8605
2637,-1.8605
2638,-1.8605
2639,-1.2896
2640,-1.2896
2641,-1.2896
2642,-1.2896
2643,-1.2896
2644,-1.0007
2645,-1.2896
2646,-1.2896
2647,-1.2896
2648,-1.5716
2649,-1.5716
2650,-1.5716
2651,-1.5716
2652,-1.5716
2653,-1.2896
2654,-1.5716
2655,-1.2896
2656,-1.2896
2657,-1.2896
2658,-1.0007
2659,-1.2896
2660,-1.2896
2661,-1.0007
2662,-1.2896
2663,-1.2896
2664,-1.2896
2665,-1.2896
2666,-1.5716
2667,-1.2896
2668,-1.2896
2669,-1.8605
2670,-1.5716
2671,-1.5716
2672,-1.8605
2673,-1.2896
2674,-1.5716
2675,-1.2896
2676,-1.0007
2677,-1.0007
2678,-1.0007
2679,-1.0007
2680,-1.0007
2681,-1.2896
2682,-1.2896
2683,-1.2896
2684,-1.0007
2685,-1.0007
2686,-1.2896
2687,-1.2896
2688,-1.0007
2689,-1.2896
2690,-1.0007
2691,-1.0007
2692,-0.71178
2693,-1.0007
2694,-0.71178
2695,-1.0007
2696,-0.71178
2697,-0.71178
2698,-1.2896
2699,-1.0007
2700,-1.2896
2701,-1.2896
2702,-1.2896
2703,-1.2896
2704,-1.5716
2705,-1.2896
2706,-1.0007
2707,-1.0007
2708,-1.0007
2709,-1.0007
2710,-1.0007
2711,-1.0007
2712,-1.0007
2713,-1.0007
2714,-0.71178
2715,-0.71178
2716,-0.71178
2717,-1.0007
2718,-1.0007
2719,-1.0007
2720,-1.2896
2721,-1.0007
2722,-1.0007
2723,-1.2896
2724,-1.0007
2725,-1.0007
2726,-1.0007
2727,-0.71178
2728,-0.71178
2729,-0.71178
2730,-0.71178
2731,-0.71178
2732,-0.71178
2733,-0.71178
2734,-0.71178
2735,-0.71178
2736,-0.71178
2737,-0.71178
2738,-0.71178
2739,-0.71178
2740,-0.71178
2741,-1.0007
2742,-1.0007
2743,-0.71178
2744,-0.71178
2745,-0.71178
2746,-0.42975
2747,-0.71178
2748,-0.14084
2749,-0.14084
2750,-0.14084
2751,-0.14084
2752,-0.42975
2753,-0.42975
2754,-0.42975
2755,-0.71178
2756,-0.14084
2757,-0.71178
2758,-0.71178
2759,-0.71178
2760,-0.71178
2761,-0.71178
2762,-0.71178
2763,-1.0007
2764,-0.71178
2765,-0.71178
2766,-0.71178
2767,-0.71178
2768,-0.71178
2769,-0.42975
2770,-0.42975
2771,-0.42975
2772,-0.14084
2773,-0.14084
2774,-0.42975
2775,-0.42975
2776,-0.42975
2777,-0.42975
2778,-0.71178
2779,-0.42975
2780,-0.42975
2781,-0.42975
2782,-0.42975
2783,-0.42975
2784,-0.42975
2785,-0.71178
2786,-0.71178
2787,-0.42975
2788,-0.42975
2789,-0.71178
2790,-0.42975
2791,-0.71178
2792,-0.42975
2793,-0.42975
2794,-0.42975
2795,-0.14084
2796,-0.42975
2797,-0.42975
2798,-0.14084
2799,-0.42975
2800,-0.42975
2801,-0.14084
2802,-0.14084
2803,-0.42975
2804,-0.71178
2805,-0.42975
2806,-0.71178
2807,-0.71178
2808,-0.71178
2809,-0.71178
2810,-0.42975
2811,-0.71178
2812,-0.71178
2813,-0.42975
2814,-0.42975
2815,-0.14084
2816,-0.42975
2817,-0.71178
2818,-0.42975
2819,-0.71178
2820,-0.42975
2821,-1.0007
2822,-0.71178
2823,-0.71178
2824,-0.71178
2825,-0.71178
2826,-0.71178
2827,-0.71178
2828,-0.71178
2829,-0.71178
2830,-0.42975
2831,-0.42975
2832,-0.71178
2833,-0.14084
2834,-0.42975
2835,-0.42975
2836,-0.14084
2837,-0.14084
2838,-0.42975
2839,-0.14084
2840,-0.14084
2841,-0.14084
2842,-0.42975
2843,-0.42975
2844,-0.42975
2845,-0.42975
2846,-0.42975
2847,-0.14084
2848,-0.14084
2849,0.14807
2850,-0.14084
2851,-0.14084
2852,-0.14084
2853,0.14807
2854,-0.42975
2855,-0.14084
2856,-0.42975
2857,-0.14084
2858,-0.14084
2859,-0.42975
2860,-0.42975
2861,-0.42975
2862,-0.14084
2863,-0.14084
2864,0.14807
2865,-0.14084
2866,-0.42975
2867,-0.42975
2868,-0.42975
2869,-0.14084
2870,-0.42975
2871,-0.42975
2872,-0.71178
2873,-0.71178
2874,-0.71178
2875,-0.71178
2876,-0.71178
2877,-1.0007
2878,-0.71178
2879,-0.71178
2880,-0.71178
2881,-0.71178
2882,-0.71178
2883,-0.71178
2884,-0.71178
2885,-0.71178
2886,-0.14084
2887,-0.42975
2888,-0.42975
2889,-0.42975
2890,-0.42975
2891,-0.14084
2892,-0.42975
2893,-0.14084
2894,-0.14084
2895,-0.42975
2896,-0.42975
2897,-0.42975
2898,-0.71178
2899,-0.71178
2900,-0.71178
2901,-0.71178
2902,-0.42975
2903,-0.71178
2904,-0.42975
2905,-0.14084
2906,-0.14084
2907,-0.42975
2908,-0.14084
2909,-0.14084
2910,-0.14084
2911,-0.14084
2912,-0.42975
2913,-0.14084
2914,-0.14084
2915,-0.14084
2916,-0.42975
2917,-0.42975
2918,-0.42975
2919,-0.14084
2920,-0.14084
2921,-0.42975
2922,-0.42975
2923,-0.71178
2924,-0.14084
2925,-0.71178
2926,-0.42975
2927,-0.42975
2928,-0.71178
2929,-0.71178
2930,-0.42975
2931,-0.42975
2932,-0.14084
2933,-0.42975
2934,-0.42975
2935,-0.71178
2936,-1.0007
2937,-0.71178
2938,-1.2896
2939,-0.71178
2940,-1.0007
2941,-1.2896
2942,-1.2896
2943,-1.5716
2944,-1.5716
2945,-1.5716
2946,-1.2896
2947,-1.5716
2948,-1.2896
2949,-1.2896
2950,-1.5716
2951,-1.5716
2952,-1.0007
2953,-1.8605
2954,-1.2896
2955,-1.5716
2956,-1.5716
2957,-1.8605
2958,-1.8605
2959,-1.2896
2960,-1.5716
2961,-1.5716
2962,-1.5716
2963,-1.2896
2964,-1.2896
2965,-1.2896
2966,-1.2896
2967,-0.71178
2968,-1.0007
2969,-1.0007
2970,-1.0007
2971,-1.0007
2972,-1.0007
2973,-0.71178
2974,-1.0007
2975,-0.42975
2976,-1.0007
2977,-1.0007
2978,-0.71178
2979,-0.71178
2980,-0.71178
2981,-0.71178
2982,-1.0007
2983,-0.71178
2984,-1.0007
2985,-0.71178
2986,-0.71178
2987,-1.0007
2988,-1.0007
2989,-1.2896
2990,-1.0007
2991,-1.0007
2992,-1.0007
2993,-0.71178
2994,-0.71178
2995,-0.71178
2996,-1.0007
2997,-0.71178
2998,-1.0007
2999,-1.0007
3000,-1.0007
3001,-1.0007
3002,-1.0007
3003,-1.2896
3004,-1.2896
3005,-1.0007
3006,-1.0007
3007,-1.0007
3008,-1.0007
3009,-0.71178
3010,-0.71178
3011,-1.0007
3012,-0.71178
3013,-0.71178
3014,-0.71178
3015,-0.71178
3016,-0.71178
3017,-0.42975
3018,-1.2896
3019,-0.71178
3020,-1.0007
3021,-0.71178
3022,-1.0007
3023,-0.71178
3024,-1.0007
3025,-1.0007
3026,-1.0007
3027,-1.0007
3028,-1.2896
3029,-1.2896
3030,-1.0007
3031,-1.0007
3032,-1.0007
3033,-1.0007
3034,-1.0007
3035,-0.71178
3036,-1.0007
3037,-0.71178
3038,-0.71178
3039,-0.71178
3040,-0.71178
3041,-0.71178
3042,-0.71178
3043,-0.71178
3044,-0.71178
3045,-0.71178
3046,-1.0007
3047,-0.42975
3048,-0.71178
3049,-0.71178
3050,-0.71178
3051,-0.42975
3052,-0.14084
3053,-0.14084
3054,-0.14084
3055,-0.14084
3056,-0.14084
3057,-0.14084
3058,-0.14084
3059,-0.42975
3060,-0.42975
3061,-0.71178
3062,-0.42975
3063,-0.42975
3064,-0.42975
3065,-0.42975
3066,-0.42975
3067,-0.42975
3068,-0.42975
3069,-0.71178
3070,-0.42975
3071,-0.42975
3072,-0.71178
3073,-0.71178
3074,-0.42975
3075,-0.42975
3076,-0.42975
3077,-0.14084
3078,-0.14084
3079,0.14807
3080,-0.14084
3081,-0.14084
3082,0.14807
3083,-0.42975
3084,-0.42975
3085,0.14807
3086,-0.42975
3087,-0.42975
3088,-0.42975
3089,-0.14084
3090,-0.71178
3091,-0.42975
3092,-0.42975
3093,-1.0007
3094,-0.42975
3095,-0.42975
3096,-0.14084
3097,0.14807
3098,-0.14084
3099,-0.42975
3100,0.14807
3101,-0.14084
3102,0.14807
3103,0.14807
3104,-0.14084
3105,-0.42975
3106,-0.14084
3107,-0.14084
3108,-0.14084
3109,0.14807
3110,0.14807
3111,0.14807
3112,0.14807
3113,0.14807
3114,0.71902
3115,0.14807
3116,0.14807
3117,0.14807
3118,-0.14084
3119,0.14807
3120,0.43011
3121,0.14807
3122,0.14807
3123,0.43011
3124,0.14807
3125,0.43011
3126,0.14807
3127,0.14807
3128,0.14807
3129,0.14807
3130,0.14807
3131,0.43011
3132,0.43011
3133,0.43011
3134,0.43011
3135,0.14807
3136,0.14807
3137,0.14807
3138,0.14807
3139,0.14807
3140,0.14807
3141,0.14807
3142,0.14807
3143,0.14807
3144,0.43011
3145,0.43011
3146,0.43011
3147,0.43011
3148,0.14807
3149,0.43011
3150,0.14807
3151,0.14807
3152,0.14807
3153,0.14807
3154,0.14807
3155,-0.14084
3156,-0.14084
3157,0.14807
3158,0.14807
3159,-0.14084
3160,0.14807
3161,-0.14084
3162,-0.14084
3163,-0.14084
3164,0.14807
3165,-0.14084
3166,-0.14084
3167,0.14807
3168,-0.14084
3169,0.14807
3170,-0.14084
3171,-0.14084
3172,-0.14084
3173,-0.14084
3174,-0.14084
3175,-0.42975
3176,-0.14084
3177,-0.14084
3178,-0.14084
3179,0.14807
3180,-0.14084
3181,0.14807
3182,-0.14084
3183,0.14807
3184,0.14807
3185,0.14807
3186,0.43011
3187,0.14807
3188,0.14807
3189,0.14807
3190,0.43011
3191,0.43011
3192,0.43011
3193,0.43011
3194,0.14807
3195,0.43011
3196,0.14807
3197,0.43011
3198,0.14807
3199,0.14807
3200,0.14807
3201,0.14807
3202,0.14807
3203,0.14807
3204,0.43011
3205,0.43011
3206,0.43011
3207,0.43011
3208,0.43011
3209,0.43011
3210,0.43011
3211,0.14807
3212,0.43011
3213,0.14807
3214,-0.14084
3215,-0.42975
3216,-0.14084
3217,-0.42975
3218,-0.71178
3219,-0.14084
3220,-0.14084
3221,-0.14084
3222,0.14807
3223,0.14807
3224,0.14807
3225,-0.14084
3226,-0.14084
3227,-0.14084
3228,0.14807
3229,-0.14084
3230,-0.14084
3231,-0.14084
3232,-0.14084
3233,-0.42975
3234,-0.71178
3235,-0.71178
3236,-0.71178
3237,-0.71178
