Time,PV,SP,OP,Error
569,-0.25991,0.37535,-0.20197,0.66011
570,0.13013,0.37535,-0.35443,0.15246
571,-0.064751,0.37535,-0.50688,0.4061
572,-0.064751,0.37535,-0.65934,0.4061
573,0.13013,0.37535,-0.70289,0.15246
574,0.91022,0.37535,-0.55044,-0.86285
575,0.71506,0.37535,-0.35443,-0.60884
576,0.91022,0.37535,-0.13664,-0.86285
577,0.91022,0.37535,0.081148,-0.86285
578,0.52018,0.37535,0.23361,-0.35519
579,0.52018,0.37535,0.29894,-0.35519
580,0.13013,0.37535,0.27716,0.15246
581,-0.064751,0.37535,0.10293,0.4061
582,-0.25991,0.37535,-0.11486,0.66011
583,0.32501,0.37535,-0.13664,-0.10119
584,0.52018,0.37535,-0.093085,-0.35519
585,0.91022,0.37535,0.16826,-0.86285
586,0.71506,0.37535,0.27716,-0.60884
587,0.91022,0.37535,0.51672,-0.86285
588,0.71506,0.37535,0.69096,-0.60884
589,0.71506,0.37535,0.88697,-0.60884
590,0.71506,0.37535,1.0612,-0.60884
591,0.32501,0.37535,1.0612,-0.10119
592,0.32501,0.37535,1.0612,-0.10119
593,0.13013,0.37535,1.0176,0.15246
594,-0.25991,0.37535,0.75629,0.66011
595,-0.64996,0.37535,0.42962,1.1678
596,-0.4548,0.37535,0.1247,0.91375
597,-0.4548,0.37535,-0.15842,0.91375
598,-0.064751,0.37535,-0.35443,0.4061
599,0.32501,0.37535,-0.41978,-0.10119
600,0.91022,0.37535,-0.2891,-0.86285
601,0.91022,0.37535,-0.13664,-0.86285
602,0.71506,0.37535,-0.0059587,-0.60884
603,0.91022,0.41243,0.19005,-0.83105
604,0.52018,0.41243,0.25538,-0.3234
605,0.32501,0.41243,0.29894,-0.069388
606,0.71506,0.41243,0.47317,-0.57704
607,0.71506,0.41243,0.6474,-0.57704
608,0.91022,0.41243,0.86519,-0.83105
609,0.52018,0.41243,0.97409,-0.3234
610,-0.25991,0.41243,0.84341,0.69191
611,-0.84484,0.41243,0.42962,1.4532
612,-1.6249,0.41243,-0.2891,2.4685
613,-1.43,0.41243,-0.94246,2.2149
614,-0.4548,0.41243,-1.2909,0.94555
615,0.52018,0.41243,-1.2909,-0.3234
616,1.3003,0.41243,-1.0078,-1.3387
617,1.1051,0.41243,-0.74645,-1.0847
618,1.6903,0.41243,-0.24554,-1.8464
619,2.2752,0.41243,0.47317,-2.6076
620,3.2502,0.41243,1.475,-3.8766
621,3.2502,0.41243,2.5422,-3.8766
622,3.2502,0.41243,3.6529,-3.8766
623,3.2502,0.41243,4.7201,-3.8766
624,2.6653,0.41243,5.613,-3.1153
625,2.2752,0.41243,6.3753,-2.6076
626,1.3003,0.41243,6.8326,-1.3387
627,-0.25991,0.41243,6.702,0.69191
628,-1.2349,0.41243,6.2228,1.9609
629,-2.2099,0.41243,5.3299,3.2298
630,-2.9899,0.41243,4.0885,4.2451
631,-3.1851,0.41243,2.7817,4.4991
632,-2.7951,0.41243,1.5186,3.9915
633,-2.2099,0.41243,0.49495,3.2298
634,-1.04,0.41243,-0.071309,1.7072
635,-0.25991,0.41243,-0.31087,0.69191
636,0.32501,0.41243,-0.39798,-0.069388
637,0.52018,0.41243,-0.31087,-0.3234
638,0.52018,0.41243,-0.18019,-0.3234
639,0.91022,0.41243,-0.0059587,-0.83105
640,0.91022,0.41243,0.16826,-0.83105
641,0.91022,0.41243,0.34249,-0.83105
642,0.91022,0.41243,0.45139,-0.83105
643,0.52018,0.41243,0.58207,-0.3234
644,0.71506,0.44952,0.79986,-0.54524
645,0.91022,0.44952,1.0394,-0.79925
646,0.71506,0.44952,1.2137,-0.54524
647,-0.064751,0.44952,1.1483,0.46969
648,-0.84484,0.44952,0.71273,1.485
649,-1.43,0.44952,0.1247,2.2467
650,-1.43,0.44952,-0.59399,2.2467
651,-0.84484,0.44952,-1.1167,1.485
652,-0.064751,0.44952,-1.3127,0.46969
653,0.71506,0.44952,-1.1602,-0.54524
654,0.91022,0.44952,-0.87713,-0.79925
655,1.1051,0.44952,-0.61579,-1.0529
656,1.4951,0.44952,-0.26732,-1.5605
657,1.4951,0.44952,0.16826,-1.5605
658,1.6903,0.44952,0.69096,-1.8146
659,2.0801,0.44952,1.3661,-2.3218
660,2.0801,0.44952,2.063,-2.3218
661,1.6903,0.44952,2.5857,-1.8146
662,0.91022,0.44952,2.8906,-0.79925
663,-0.064751,0.44952,2.8253,0.46969
664,-1.2349,0.44952,2.3462,1.9926
665,-2.015,0.44952,1.5186,3.008
666,-2.405,0.44952,0.51672,3.5156
667,-2.015,0.44952,-0.44155,3.008
668,-0.84484,0.44952,-0.98601,1.485
669,-0.4548,0.44952,-1.2474,0.97735
670,0.13013,0.44952,-1.3563,0.21605
671,0.52018,0.44952,-1.3345,-0.2916
672,1.1051,0.44952,-1.0514,-1.0529
673,0.71506,0.44952,-0.94246,-0.54524
674,0.52018,0.44952,-0.87713,-0.2916
675,0.52018,0.44952,-0.74645,-0.2916
676,0.32501,0.44952,-0.72467,-0.037592
677,0.32501,0.44952,-0.72467,-0.037592
678,0.52018,0.44952,-0.63756,-0.2916
679,0.91022,0.44952,-0.44155,-0.79925
680,1.1051,0.44952,-0.15842,-1.0529
681,1.3003,0.44952,0.16826,-1.3069
682,1.1051,0.44952,0.47317,-1.0529
683,0.91022,0.44952,0.69096,-0.79925
684,0.71506,0.44952,0.86519,-0.54524
685,0.32501,0.44952,0.86519,-0.037592
686,-0.25991,0.44952,0.69096,0.7237
687,-1.6249,0.44952,0.081148,2.5003
688,-1.43,0.44952,-0.57221,2.2467
689,-1.6249,0.44952,-1.3127,2.5003
690,-0.4548,0.44952,-1.6612,0.97735
691,0.71506,0.44952,-1.574,-0.54524
692,0.91022,0.44952,-1.3345,-0.79925
693,1.1051,0.44952,-1.1167,-1.0529
694,1.4951,0.44952,-0.68112,-1.5605
695,2.2752,0.44952,0.015818,-2.5758
696,2.6653,0.44952,0.88697,-3.0835
697,2.8602,0.44952,1.8888,-3.3371
698,2.4701,0.44952,2.6946,-2.8295
699,1.6903,0.44952,3.3044,-1.8146
700,1.3003,0.44952,3.7182,-1.3069
701,0.13013,0.44952,3.74,0.21605
702,-0.64996,0.4866,3.4133,1.2632
703,-1.2349,0.4866,2.8471,2.0244
704,-1.8198,0.4866,2.063,2.7857
705,-2.015,0.4866,1.1048,3.0397
706,-2.015,0.4866,0.25538,3.0397
707,-1.2349,0.4866,-0.41978,2.0244
708,-0.84484,0.4866,-0.83357,1.5168
709,-0.064751,0.4866,-1.0296,0.50149
710,0.32501,0.4866,-1.0949,-0.0057948
711,0.13013,0.4866,-1.2256,0.24785
712,0.71506,0.4866,-1.1385,-0.51345
713,0.91022,0.4866,-0.85535,-0.76746
714,1.1051,0.4866,-0.55044,-1.0211
715,0.91022,0.4866,-0.33265,-0.76746
716,1.4951,0.4866,0.059372,-1.5287
717,1.6903,0.4866,0.49495,-1.7828
718,1.8852,0.4866,1.0176,-2.0364
719,1.4951,0.4866,1.4968,-1.5287
720,1.3003,0.4866,1.8452,-1.2751
721,0.13013,0.4866,1.8888,0.24785
722,-0.4548,0.4866,1.671,1.0091
723,-0.64996,0.4866,1.279,1.2632
724,-1.04,0.4866,0.77808,1.7708
725,-0.84484,0.4866,0.36427,1.5168
726,-0.4548,0.4866,0.081148,1.0091
727,0.13013,0.4866,-0.027755,0.24785
728,0.32501,0.4866,-0.0059587,-0.0057948
729,0.71506,0.4866,0.081148,-0.51345
730,0.71506,0.4866,0.27716,-0.51345
731,1.1051,0.4866,0.56028,-1.0211
732,0.91022,0.4866,0.82164,-0.76746
733,0.32501,0.4866,0.90874,-0.0057948
734,0.32501,0.4866,0.99587,-0.0057948
735,-0.064751,0.4866,0.86519,0.50149
736,-0.4548,0.4866,0.60385,1.0091
737,-0.64996,0.4866,0.21183,1.2632
738,-0.25991,0.4866,-0.027755,0.7555
739,-0.064751,0.4866,-0.18019,0.50149
740,0.32501,0.4866,-0.24554,-0.0057948
741,0.32501,0.4866,-0.22377,-0.0057948
742,0.32501,0.4866,-0.22377,-0.0057948
743,-0.064751,0.4866,-0.2891,0.50149
744,-0.25991,0.4866,-0.55044,0.7555
745,-0.064751,0.4866,-0.68112,0.50149
746,0.13013,0.4866,-0.79,0.24785
747,0.13013,0.4866,-0.87713,0.24785
748,0.71506,0.4866,-0.79,-0.51345
749,0.91022,0.4866,-0.50688,-0.76746
750,1.1051,0.4866,-0.24554,-1.0211
751,0.91022,0.4866,-0.049532,-0.76746
752,0.71506,0.4866,0.1247,-0.51345
753,0.52018,0.4866,0.23361,-0.2598
754,0.13013,0.4866,0.21183,0.24785
755,0.13013,0.4866,0.1247,0.24785
756,-0.064751,0.4866,-0.027755,0.50149
757,-0.4548,0.4866,-0.2891,1.0091
758,-0.064751,0.4866,-0.41978,0.50149
759,-0.064751,0.4866,-0.55044,0.50149
760,-0.064751,0.4866,-0.68112,0.50149
761,0.13013,0.4866,-0.79,0.24785
762,0.32501,0.4866,-0.85535,-0.0057948
763,0.52018,0.4866,-0.83357,-0.2598
764,1.1051,0.4866,-0.55044,-1.0211
765,0.91022,0.4866,-0.35443,-0.76746
766,0.71506,0.4866,-0.22377,-0.51345
767,0.13013,0.4866,-0.2891,0.24785
768,-0.064751,0.4866,-0.41978,0.50149
769,0.13013,0.4866,-0.59399,0.24785
770,0.32501,0.4866,-0.70289,-0.0057948
771,0.71506,0.4866,-0.65934,-0.51345
772,0.91022,0.4866,-0.41978,-0.76746
773,0.71506,0.4866,-0.26732,-0.51345
774,0.91022,0.4866,-0.0059587,-0.76746
775,0.91022,0.4866,0.19005,-0.76746
776,0.71506,0.4866,0.32071,-0.51345
777,0.13013,0.4866,0.29894,0.24785
778,0.32501,0.4866,0.32071,-0.0057948
779,0.52018,0.52369,0.38606,-0.22801
780,0.32501,0.52369,0.38606,0.026002
781,-0.25991,0.52369,0.16826,0.7873
782,-0.25991,0.52369,-0.071309,0.7873
783,-0.4548,0.52369,-0.39798,1.0409
784,-0.25991,0.52369,-0.57221,0.7873
785,0.13013,0.52369,-0.63756,0.27965
786,0.52018,0.52369,-0.65934,-0.22801
787,0.13013,0.52369,-0.70289,0.27965
788,0.13013,0.52369,-0.8118,0.27965
789,0.13013,0.52369,-0.85535,0.27965
790,0.13013,0.52369,-0.92068,0.27965
791,0.32501,0.52369,-0.89891,0.026002
792,1.1051,0.52369,-0.61579,-0.9893
793,0.91022,0.52369,-0.3762,-0.73566
794,0.71506,0.52369,-0.18019,-0.48165
795,0.71506,0.52369,0.015818,-0.48165
796,0.71506,0.52369,0.23361,-0.48165
797,0.32501,0.52369,0.25538,0.026002
798,0.32501,0.52369,0.23361,0.026002
799,0.13013,0.52369,0.16826,0.27965
800,-0.25991,0.52369,-0.027755,0.7873
801,-0.4548,0.52369,-0.2891,1.0409
802,-0.064751,0.52369,-0.41978,0.53329
803,-0.064751,0.52369,-0.57221,0.53329
804,-0.064751,0.52369,-0.72467,0.53329
805,0.13013,0.52369,-0.83357,0.27965
806,0.32501,0.52369,-0.87713,0.026002
807,0.13013,0.52369,-0.98601,0.27965
808,0.71506,0.52369,-0.92068,-0.48165
809,0.91022,0.52369,-0.74645,-0.73566
810,0.52018,0.52369,-0.68112,-0.22801
811,0.52018,0.52369,-0.61579,-0.22801
812,0.91022,0.52369,-0.39798,-0.73566
813,0.91022,0.52369,-0.18019,-0.73566
814,1.1051,0.52369,0.081148,-0.9893
815,0.91022,0.52369,0.32071,-0.73566
816,0.52018,0.52369,0.45139,-0.22801
817,0.13013,0.52369,0.42962,0.27965
818,-0.064751,0.52369,0.34249,0.53329
819,-0.4548,0.52369,0.059372,1.0409
820,-0.4548,0.52369,-0.22377,1.0409
821,-0.4548,0.52369,-0.48511,1.0409
822,-0.25991,0.52369,-0.70289,0.7873
823,-0.064751,0.52369,-0.8118,0.53329
824,0.91022,0.52369,-0.65934,-0.73566
825,0.91022,0.52369,-0.46333,-0.73566
826,0.91022,0.52369,-0.24554,-0.73566
827,1.3003,0.52369,0.037595,-1.2433
828,0.91022,0.52369,0.29894,-0.73566
829,0.91022,0.52369,0.58207,-0.73566
830,0.71506,0.52369,0.73451,-0.48165
831,0.13013,0.52369,0.69096,0.27965
832,-0.4548,0.52369,0.34249,1.0409
833,-0.84484,0.52369,-0.11486,1.5486
834,-0.84484,0.52369,-0.52866,1.5486
835,-0.064751,0.52369,-0.70289,0.53329
836,0.32501,0.52369,-0.74645,0.026002
837,0.71506,0.52369,-0.65934,-0.48165
838,0.91022,0.52369,-0.44155,-0.73566
839,0.71506,0.52369,-0.26732,-0.48165
840,0.71506,0.52369,-0.13664,-0.48165
841,0.32501,0.52369,-0.13664,0.026002
842,0.32501,0.52369,-0.15842,0.026002
843,0.32501,0.52369,-0.11486,0.026002
844,-0.064751,0.52369,-0.18019,0.53329
845,-0.064751,0.52369,-0.2891,0.53329
846,0.13013,0.52369,-0.3762,0.27965
847,-0.064751,0.52369,-0.46333,0.53329
848,0.13013,0.52369,-0.52866,0.27965
849,0.52018,0.52369,-0.41978,-0.22801
850,0.52018,0.52369,-0.31087,-0.22801
851,-0.064751,0.52369,-0.41978,0.53329
852,-0.25991,0.52369,-0.68112,0.7873
853,-0.4548,0.52369,-0.96424,1.0409
854,0.32501,0.52369,-0.96424,0.026002
855,0.52018,0.52369,-0.89891,-0.22801
856,1.1051,0.52369,-0.59399,-0.9893
857,0.91022,0.52369,-0.3762,-0.73566
858,0.91022,0.52369,-0.18019,-0.73566
859,0.91022,0.52369,0.015818,-0.73566
860,-0.064751,0.52369,-0.027755,0.53329
861,-0.64996,0.52369,-0.41978,1.2949
862,-0.64996,0.52369,-0.76822,1.2949
863,-0.64996,0.52369,-1.0949,1.2949
864,-0.25991,0.52369,-1.2691,0.7873
865,0.71506,0.52369,-1.1167,-0.48165
866,1.1051,0.52369,-0.8118,-0.9893
867,0.91022,0.52369,-0.59399,-0.73566
868,1.1051,0.52369,-0.26732,-0.9893
869,0.91022,0.52369,-0.027755,-0.73566
870,0.52018,0.52369,0.16826,-0.22801
871,0.71506,0.52369,0.34249,-0.48165
872,0.52018,0.52369,0.40784,-0.22801
873,0.32501,0.52369,0.38606,0.026002
874,0.32501,0.52369,0.38606,0.026002
875,0.13013,0.52369,0.27716,0.27965
876,-0.4548,0.52369,-0.027755,1.0409
877,-0.64996,0.52369,-0.3762,1.2949
878,-0.4548,0.52369,-0.70289,1.0409
879,0.13013,0.52369,-0.8118,0.27965
880,0.32501,0.52369,-0.85535,0.026002
881,0.71506,0.52369,-0.74645,-0.48165
882,0.91022,0.52369,-0.61579,-0.73566
883,0.71506,0.52369,-0.44155,-0.48165
884,1.3003,0.52369,-0.093085,-1.2433
885,1.3003,0.52369,0.27716,-1.2433
886,1.1051,0.52369,0.56028,-0.9893
887,0.32501,0.52369,0.60385,0.026002
888,-0.064751,0.52369,0.51672,0.53329
889,-0.64996,0.52369,0.19005,1.2949
890,-0.4548,0.52369,-0.18019,1.0409
891,-0.25991,0.52369,-0.46333,0.7873
892,0.13013,0.52369,-0.55044,0.27965
893,0.32501,0.52369,-0.55044,0.026002
894,0.91022,0.52369,-0.35443,-0.73566
895,0.52018,0.52369,-0.24554,-0.22801
896,0.32501,0.52369,-0.24554,0.026002
897,0.13013,0.52369,-0.2891,0.27965
898,-0.4548,0.52369,-0.48511,1.0409
899,-0.064751,0.52369,-0.65934,0.53329
900,0.13013,0.52369,-0.74645,0.27965
901,0.13013,0.52369,-0.8118,0.27965
902,0.13013,0.52369,-0.89891,0.27965
903,0.13013,0.52369,-0.94246,0.27965
904,0.32501,0.52369,-0.98601,0.026002
905,0.91022,0.52369,-0.79,-0.73566
906,0.91022,0.52369,-0.57221,-0.73566
907,0.91022,0.52369,-0.31087,-0.73566
908,1.4951,0.52369,0.1247,-1.497
909,1.4951,0.52369,0.5385,-1.497
910,1.4951,0.52369,0.90874,-1.497
911,1.1051,0.52369,1.1701,-0.9893
912,-0.25991,0.52369,1.0394,0.7873
913,-1.2349,0.52369,0.51672,2.0562
914,-1.8198,0.52369,-0.24554,2.8175
915,-1.2349,0.52369,-0.92068,2.0562
916,-0.064751,0.52369,-1.1602,0.53329
917,0.71506,0.52369,-1.0949,-0.48165
918,0.91022,0.52369,-0.8118,-0.73566
919,0.71506,0.52369,-0.63756,-0.48165
920,0.91022,0.52369,-0.39798,-0.73566
921,0.91022,0.52369,-0.15842,-0.73566
922,0.91022,0.52369,0.037595,-0.73566
923,0.71506,0.56034,0.19005,-0.45022
924,1.1051,0.56034,0.49495,-0.95787
925,1.1051,0.56034,0.75629,-0.95787
926,0.91022,0.56034,0.97409,-0.70423
927,0.71506,0.56034,1.1265,-0.45022
928,0.52018,0.56034,1.2137,-0.19658
929,0.52018,0.56034,1.3225,-0.19658
930,0.13013,0.56034,1.2572,0.31108
931,-0.4548,0.56034,1.0176,1.0724
932,-0.64996,0.56034,0.6474,1.3264
933,-1.04,0.56034,0.16826,1.834
934,-0.4548,0.56034,-0.13664,1.0724
935,-0.064751,0.56034,-0.2891,0.56472
936,0.13013,0.56034,-0.35443,0.31108
937,0.52018,0.56034,-0.26732,-0.19658
938,0.52018,0.56034,-0.13664,-0.19658
939,0.13013,0.56034,-0.11486,0.31108
940,-0.064751,0.56034,-0.20197,0.56472
941,-0.4548,0.56034,-0.50688,1.0724
942,-0.4548,0.56034,-0.74645,1.0724
943,-0.064751,0.56034,-0.85535,0.56472
944,-0.25991,0.56034,-0.98601,0.81873
945,0.13013,0.56034,-1.0731,0.31108
946,0.32501,0.56034,-1.1385,0.057433
947,0.32501,0.56034,-1.1167,0.057433
948,0.91022,0.56034,-0.98601,-0.70423
949,0.52018,0.56034,-0.79,-0.19658
950,1.1051,0.56034,-0.48511,-0.95787
951,1.4951,0.56034,-0.071309,-1.4655
952,1.3003,0.56034,0.32071,-1.2119
953,1.4951,0.56034,0.73451,-1.4655
954,1.6903,0.56034,1.2572,-1.7195
955,1.3003,0.56034,1.6492,-1.2119
956,0.91022,0.56034,1.9759,-0.70423
957,0.71506,0.56034,2.1284,-0.45022
958,-0.25991,0.56034,1.9324,0.81873
959,-1.04,0.56034,1.475,1.834
960,-1.2349,0.56034,0.86519,2.0877
961,-0.84484,0.56034,0.42962,1.58
962,-0.84484,0.56034,-0.027755,1.58
963,-0.4548,0.56034,-0.35443,1.0724
964,-0.064751,0.56034,-0.61579,0.56472
965,0.13013,0.56034,-0.74645,0.31108
966,0.52018,0.56034,-0.72467,-0.19658
967,1.1051,0.56034,-0.50688,-0.95787
968,0.91022,0.56034,-0.33265,-0.70423
969,0.91022,0.56034,-0.13664,-0.70423
970,0.91022,0.56034,0.081148,-0.70423
971,0.32501,0.56034,0.10293,0.057433
972,-0.064751,0.56034,-0.0059587,0.56472
973,-0.25991,0.56034,-0.26732,0.81873
974,-0.064751,0.56034,-0.46333,0.56472
975,-0.064751,0.56034,-0.70289,0.56472
976,0.13013,0.56034,-0.83357,0.31108
977,0.71506,0.56034,-0.70289,-0.45022
978,0.91022,0.56034,-0.50688,-0.70423
979,0.71506,0.56034,-0.33265,-0.45022
980,1.1051,0.56034,-0.027755,-0.95787
981,0.91022,0.56034,0.21183,-0.70423
982,1.1051,0.56034,0.51672,-0.95787
983,1.1051,0.56034,0.79986,-0.95787
984,1.3003,0.56034,1.1701,-1.2119
985,0.91022,0.56034,1.4314,-0.70423
986,0.71506,0.56034,1.6057,-0.45022
987,-0.25991,0.56034,1.5186,0.81873
988,-0.25991,0.56034,1.3879,0.81873
989,-0.84484,0.56034,0.97409,1.58
990,-1.04,0.56034,0.47317,1.834
991,-0.84484,0.56034,-0.0059587,1.58
992,-0.4548,0.56034,-0.3762,1.0724
993,-0.064751,0.56034,-0.57221,0.56472
994,-0.064751,0.56034,-0.72467,0.56472
995,0.13013,0.56034,-0.72467,0.31108
996,0.52018,0.56034,-0.72467,-0.19658
997,0.71506,0.56034,-0.61579,-0.45022
998,0.52018,0.56034,-0.50688,-0.19658
999,0.52018,0.56034,-0.50688,-0.19658
1000,0.32501,0.56034,-0.55044,0.057433
1001,-0.064751,0.56034,-0.65934,0.56472
1002,0.52018,0.56034,-0.63756,-0.19658
1003,1.3003,0.56034,-0.31087,-1.2119
1004,1.1051,0.56034,-0.093085,-0.95787
1005,1.1051,0.56034,0.16826,-0.95787
1006,1.3003,0.56034,0.49495,-1.2119
1007,0.91022,0.56034,0.73451,-0.70423
1008,0.52018,0.56034,0.86519,-0.19658
1009,-0.064751,0.56034,0.75629,0.56472
1010,-0.64996,0.56034,0.40784,1.3264
1011,-0.4548,0.56034,0.10293,1.0724
1012,-0.4548,0.56034,-0.18019,1.0724
1013,0.13013,0.56034,-0.2891,0.31108
1014,0.32501,0.56034,-0.33265,0.057433
1015,0.32501,0.56034,-0.31087,0.057433
1016,0.32501,0.56034,-0.33265,0.057433
1017,0.52018,0.56034,-0.24554,-0.19658
1018,0.32501,0.56034,-0.22377,0.057433
1019,0.91022,0.56034,-0.093085,-0.70423
1020,0.71506,0.56034,0.081148,-0.45022
1021,0.52018,0.56034,0.23361,-0.19658
1022,0.32501,0.56034,0.23361,0.057433
1023,-0.25991,0.56034,0.081148,0.81873
1024,-0.25991,0.56034,-0.15842,0.81873
1025,-0.064751,0.56034,-0.33265,0.56472
1026,0.13013,0.56034,-0.50688,0.31108
1027,0.52018,0.56034,-0.48511,-0.19658
1028,1.1051,0.56034,-0.24554,-0.95787
1029,0.52018,0.56034,-0.15842,-0.19658
1030,0.91022,0.56034,0.081148,-0.70423
1031,0.71506,0.56034,0.25538,-0.45022
1032,0.71506,0.56034,0.40784,-0.45022
1033,0.52018,0.56034,0.45139,-0.19658
1034,0.32501,0.56034,0.45139,0.057433
1035,-0.064751,0.56034,0.34249,0.56472
1036,-0.064751,0.56034,0.19005,0.56472
1037,-0.064751,0.56034,0.037595,0.56472
1038,-0.064751,0.56034,-0.11486,0.56472
1039,-0.064751,0.56034,-0.24554,0.56472
1040,-0.25991,0.56034,-0.41978,0.81873
1041,-0.4548,0.56034,-0.63756,1.0724
1042,-0.25991,0.56034,-0.76822,0.81873
1043,0.32501,0.56034,-0.72467,0.057433
1044,0.52018,0.56034,-0.70289,-0.19658
1045,0.91022,0.56034,-0.55044,-0.70423
1046,0.52018,0.56034,-0.41978,-0.19658
1047,0.32501,0.56034,-0.3762,0.057433
1048,0.52018,0.56034,-0.35443,-0.19658
1049,0.32501,0.56034,-0.31087,0.057433
1050,0.32501,0.56034,-0.26732,0.057433
1051,0.91022,0.56034,-0.071309,-0.70423
1052,0.91022,0.56034,0.16826,-0.70423
1053,1.4951,0.56034,0.56028,-1.4655
1054,1.1051,0.56034,0.82164,-0.95787
1055,1.1051,0.56034,1.1483,-0.95787
1056,0.71506,0.56034,1.3443,-0.45022
1057,0.52018,0.56034,1.4097,-0.19658
1058,0.32501,0.56034,1.3661,0.057433
1059,-0.064751,0.56034,1.1701,0.56472
1060,-0.84484,0.56034,0.75629,1.58
1061,-1.04,0.56034,0.25538,1.834
1062,-1.04,0.56034,-0.33265,1.834
1063,-0.84484,0.56034,-0.74645,1.58
1064,-0.25991,0.56034,-0.94246,0.81873
1065,0.91022,0.56034,-0.74645,-0.70423
1066,0.91022,0.56034,-0.57221,-0.70423
1067,0.71506,0.56034,-0.39798,-0.45022
1068,0.71506,0.56034,-0.20197,-0.45022
1069,0.52018,0.56034,-0.071309,-0.19658
1070,0.71506,0.56034,0.1247,-0.45022
1071,0.71506,0.56034,0.27716,-0.45022
1072,0.52018,0.56034,0.36427,-0.19658
1073,-0.25991,0.56034,0.21183,0.81873
1074,0.13013,0.56034,0.19005,0.31108
1075,0.13013,0.56034,0.081148,0.31108
1076,0.71506,0.56034,0.16826,-0.45022
1077,0.52018,0.56034,0.21183,-0.19658
1078,0.71506,0.56034,0.29894,-0.45022
1079,0.32501,0.56034,0.32071,0.057433
1080,-0.064751,0.56034,0.19005,0.56472
1081,-0.064751,0.56034,-0.0059587,0.56472
1082,-0.064751,0.56034,-0.18019,0.56472
1083,0.13013,0.56034,-0.2891,0.31108
1084,0.52018,0.56034,-0.2891,-0.19658
1085,1.1051,0.56034,-0.049532,-0.95787
1086,0.91022,0.56034,0.14648,-0.70423
1087,0.52018,0.56034,0.19005,-0.19658
1088,-0.064751,0.56034,0.081148,0.56472
1089,-0.4548,0.56034,-0.26732,1.0724
1090,-0.4548,0.56034,-0.59399,1.0724
1091,-0.25991,0.56034,-0.89891,0.81873
1092,-0.064751,0.56034,-1.1385,0.56472
1093,0.32501,0.56034,-1.1602,0.057433
1094,0.91022,0.56034,-0.96424,-0.70423
1095,0.91022,0.56034,-0.72467,-0.70423
1096,1.3003,0.56034,-0.3762,-1.2119
1097,1.4951,0.56034,-0.027755,-1.4655
1098,1.4951,0.56034,0.38606,-1.4655
1099,1.6903,0.56034,0.84341,-1.7195
1100,1.4951,0.56034,1.3008,-1.4655
1101,1.3003,0.56034,1.7363,-1.2119
1102,0.91022,0.56034,1.9541,-0.70423
1103,0.32501,0.56034,1.9324,0.057433
1104,-0.64996,0.56034,1.6057,1.3264
1105,-0.64996,0.56034,1.2354,1.3264
1106,-0.64996,0.56034,0.86519,1.3264
1107,-0.64996,0.56034,0.42962,1.3264
1108,-0.64996,0.56034,0.037595,1.3264
1109,-0.64996,0.56034,-0.35443,1.3264
1110,-0.4548,0.56034,-0.68112,1.0724
1111,0.13013,0.56034,-0.83357,0.31108
1112,0.32501,0.56034,-0.87713,0.057433
1113,0.71506,0.56034,-0.74645,-0.45022
1114,0.91022,0.56034,-0.55044,-0.70423
1115,1.1051,0.56034,-0.33265,-0.95787
1116,0.91022,0.56034,-0.071309,-0.70423
1117,1.4951,0.56034,0.40784,-1.4655
1118,1.4951,0.56034,0.84341,-1.4655
1119,1.3003,0.56034,1.2572,-1.2119
1120,1.1051,0.56034,1.5621,-0.95787
1121,0.71506,0.56034,1.7146,-0.45022
1122,0.32501,0.56034,1.7146,0.057433
1123,-0.25991,0.56034,1.5403,0.81873
1124,-0.84484,0.56034,1.2137,1.58
1125,-0.64996,0.56034,0.88697,1.3264
1126,-0.25991,0.56034,0.60385,0.81873
1127,-0.25991,0.56034,0.36427,0.81873
1128,0.13013,0.56034,0.27716,0.31108
1129,0.13013,0.56034,0.25538,0.31108
1130,0.52018,0.56034,0.29894,-0.19658
1131,0.52018,0.56034,0.36427,-0.19658
1132,0.13013,0.56034,0.29894,0.31108
1133,-0.25991,0.56034,0.16826,0.81873
1134,-0.64996,0.56034,-0.18019,1.3264
1135,-0.4548,0.56034,-0.52866,1.0724
1136,0.13013,0.56034,-0.70289,0.31108
1137,0.32501,0.56034,-0.74645,0.057433
1138,1.3003,0.56034,-0.41978,-1.2119
1139,1.4951,0.56034,-0.093085,-1.4655
1140,1.3003,0.56034,0.27716,-1.2119
1141,1.3003,0.56034,0.66918,-1.2119
1142,0.91022,0.56034,0.86519,-0.70423
1143,0.32501,0.56034,0.93052,0.057433
1144,-0.4548,0.56034,0.73451,1.0724
1145,-0.84484,0.56034,0.27716,1.58
1146,-0.064751,0.56034,0.081148,0.56472
1147,0.32501,0.56034,-0.0059587,0.057433
1148,0.91022,0.56034,0.1247,-0.70423
1149,1.1051,0.56034,0.42962,-0.95787
1150,1.1051,0.56034,0.73451,-0.95787
1151,0.91022,0.56034,1.0176,-0.70423
1152,0.91022,0.56034,1.2572,-0.70423
1153,0.71506,0.56034,1.4532,-0.45022
1154,0.32501,0.56034,1.4968,0.057433
1155,0.52018,0.56034,1.6057,-0.19658
1156,0.13013,0.56034,1.5621,0.31108
1157,-0.064751,0.56034,1.3879,0.56472
1158,-0.25991,0.56034,1.1483,0.81873
1159,-0.64996,0.56034,0.77808,1.3264
1160,-1.04,0.56034,0.27716,1.834
